payment_id,natural_recovery_probability,retry_success_probability,nudge_success_probability,escalation_success_probability,net_value_wait,net_value_retry,net_value_nudge,net_value_escalate,incremental_value_retry,incremental_value_nudge,incremental_value_escalate,best_action
pay_016122_a1,0.0801,0.2241,0.2091,0.0962,120.07,330.86,298.43,-105.79,210.79,178.36,-225.86,RETRY
pay_016123_a1,0.0448,0.1715,0.148,0.0297,67.16,252.1,206.91,-205.51,184.94,139.75,-272.67,RETRY
pay_016124_a2,0.01,0.1204,0.1292,0.01,14.99,175.46,178.74,-235.01,160.47,163.75,-250.0,NUDGE
pay_016125_a3,0.01,0.0477,0.0259,0.01,14.99,66.49,23.83,-235.01,51.5,8.84,-250.0,RETRY
pay_016126_a1,0.01,0.1511,0.1152,0.01,14.99,221.51,157.66,-235.01,206.52,142.67,-250.0,RETRY
pay_016127_a1,0.0694,0.1798,0.1813,0.0429,104.0,264.48,256.79,-185.74,160.48,152.79,-289.74,RETRY
pay_016128_a2,0.01,0.0738,0.1109,0.01,14.99,105.62,151.25,-235.01,90.63,136.26,-250.0,NUDGE
pay_016129_a1,0.0588,0.2044,0.2085,0.0453,88.07,301.4,297.58,-182.07,213.33,209.51,-270.14,RETRY
pay_016130_a2,0.01,0.0776,0.0608,0.01,14.99,111.3,76.2,-235.01,96.31,61.21,-250.0,RETRY
pay_016131_a3,0.01,0.01,0.01,0.01,14.99,9.99,-0.01,-235.01,-5.0,-15.0,-250.0,WAIT
pay_016132_a1,0.4046,0.492,0.3928,0.4808,404.16,486.55,377.45,230.31,82.39,-26.71,-173.86,RETRY
pay_016133_a2,0.3729,0.4127,0.3302,0.3929,372.58,407.32,314.85,142.47,34.74,-57.73,-230.1,RETRY
pay_016134_a3,0.2763,0.3589,0.2936,0.2984,276.06,353.56,278.26,48.07,77.5,2.2,-227.99,RETRY
pay_016135_a1,0.3799,0.4127,0.3563,0.4091,379.54,407.24,340.92,158.7,27.71,-38.61,-220.84,RETRY
pay_016136_a2,0.3176,0.3609,0.308,0.3504,317.31,355.54,292.66,100.09,38.23,-24.65,-217.22,RETRY
pay_016137_a1,0.2603,0.33,0.2461,0.3109,260.04,324.64,230.83,60.63,64.59,-29.21,-199.41,RETRY
pay_016138_a2,0.2378,0.2408,0.2471,0.2535,237.54,235.51,231.84,3.25,-2.02,-5.7,-234.28,WAIT
pay_016139_a3,0.1417,0.1995,0.134,0.1684,141.55,194.29,118.91,-81.8,52.74,-22.64,-223.35,RETRY
pay_016140_a4,0.0759,0.1226,0.0684,0.1069,75.82,117.52,53.38,-143.2,41.7,-22.44,-219.02,RETRY
pay_016141_a1,0.3396,0.5234,0.4207,0.4736,509.05,779.53,615.58,459.89,270.48,106.53,-49.16,RETRY
pay_016142_a1,0.2773,0.4865,0.3694,0.3381,415.66,724.25,538.78,256.82,308.59,123.12,-158.83,RETRY
pay_016143_a2,0.2131,0.3563,0.2515,0.2871,319.49,529.03,361.95,180.32,209.54,42.46,-139.17,RETRY
pay_016144_a3,0.1278,0.2509,0.193,0.1904,191.57,371.05,274.28,35.38,179.48,82.71,-156.19,RETRY
pay_016145_a1,0.3038,0.4461,0.3588,0.3472,455.37,663.66,522.85,270.49,208.29,67.49,-184.87,RETRY
pay_016146_a2,0.2226,0.3595,0.2937,0.2883,333.74,533.83,425.24,182.1,200.09,91.5,-151.64,RETRY
pay_016147_a1,0.4354,0.6108,0.5245,0.4907,652.67,910.64,771.26,485.51,257.97,118.59,-167.17,RETRY
pay_016148_a1,0.1715,0.5285,0.2665,0.1996,137.05,417.29,197.96,-90.52,280.24,60.9,-227.57,RETRY
pay_016149_a2,0.0961,0.4723,0.167,0.0525,76.74,372.39,118.45,-208.08,295.65,41.71,-284.83,RETRY
pay_016150_a3,0.01,0.3752,0.052,0.0125,7.99,294.76,26.59,-239.99,286.77,18.6,-247.98,RETRY
pay_016151_a1,0.1138,0.5166,0.182,0.1025,90.93,407.75,130.45,-168.1,316.82,39.51,-259.04,RETRY
pay_016152_a2,0.0655,0.4238,0.1357,0.0416,52.36,333.58,93.46,-216.8,281.22,41.1,-269.16,RETRY
pay_016153_a3,0.01,0.3199,0.0207,0.01,7.99,250.6,1.51,-242.01,242.61,-6.48,-250.0,RETRY
pay_016154_a4,0.01,0.2668,0.01,0.01,7.99,208.17,-7.01,-242.01,200.18,-15.0,-250.0,RETRY
pay_016155_a1,0.0727,0.4211,0.1272,0.0581,58.08,331.49,86.6,-203.58,273.41,28.52,-261.65,RETRY
pay_016156_a2,0.01,0.3357,0.0569,0.01,7.99,263.2,30.45,-242.01,255.21,22.46,-250.0,RETRY
pay_016157_a1,0.01,0.3692,0.0882,0.01,7.99,289.97,55.43,-242.01,281.98,47.44,-250.0,RETRY
pay_016158_a2,0.01,0.3378,0.0213,0.01,7.99,264.89,1.99,-242.01,256.9,-6.0,-250.0,RETRY
pay_016159_a3,0.01,0.2754,0.01,0.01,7.99,215.06,-7.01,-242.01,207.07,-15.0,-250.0,RETRY
pay_016160_a4,0.01,0.2092,0.01,0.01,7.99,162.18,-7.01,-242.01,154.19,-15.0,-250.0,RETRY
pay_016161_a1,0.1466,0.5212,0.2369,0.1356,117.14,411.41,174.24,-141.62,294.27,57.1,-258.76,RETRY
pay_016162_a2,0.1164,0.5075,0.1901,0.0875,93.04,400.51,136.92,-180.12,307.47,43.88,-273.17,RETRY
pay_016163_a3,0.01,0.36,0.0517,0.01,7.99,282.63,26.29,-242.01,274.64,18.3,-250.0,RETRY
pay_016164_a4,0.01,0.2937,0.01,0.01,7.99,229.68,-7.01,-242.01,221.69,-15.0,-250.0,RETRY
pay_016165_a1,0.01,0.3422,0.0322,0.01,7.99,268.42,10.7,-242.01,260.43,2.71,-250.0,RETRY
pay_016166_a1,0.01,0.2823,0.01,0.01,7.99,220.52,-7.01,-242.01,212.53,-15.0,-250.0,RETRY
pay_016167_a2,0.01,0.2034,0.01,0.01,7.99,157.5,-7.01,-242.01,149.51,-15.0,-250.0,RETRY
pay_016168_a1,0.01,0.2859,0.0191,0.01,7.99,223.43,0.3,-242.01,215.44,-7.69,-250.0,RETRY
pay_016169_a2,0.01,0.2636,0.01,0.01,7.99,205.65,-7.01,-242.01,197.66,-15.0,-250.0,RETRY
pay_016170_a3,0.01,0.2078,0.01,0.01,7.99,161.06,-7.01,-242.01,153.07,-15.0,-250.0,RETRY
pay_016171_a4,0.01,0.1455,0.01,0.01,7.99,111.24,-7.01,-242.01,103.25,-15.0,-250.0,RETRY
pay_016172_a1,0.223,0.5218,0.3557,0.3719,222.73,516.25,340.32,121.58,293.52,117.59,-101.15,RETRY
pay_016173_a2,0.1598,0.4675,0.3352,0.2934,159.62,462.0,319.82,43.14,302.38,160.21,-116.48,RETRY
pay_016174_a1,0.1885,0.4674,0.3494,0.3357,188.28,461.9,334.05,85.33,273.62,145.78,-102.95,RETRY
pay_016175_a2,0.0513,0.3671,0.2133,0.2255,51.28,361.74,198.09,-24.76,310.46,146.81,-76.04,RETRY
pay_016176_a1,0.0746,0.3473,0.2265,0.2537,74.51,341.92,211.31,3.45,267.41,136.8,-71.06,RETRY
pay_016177_a2,0.0567,0.3481,0.221,0.2295,56.6,342.75,205.76,-20.68,286.15,149.16,-77.28,RETRY
pay_016178_a3,0.01,0.297,0.1463,0.1451,9.99,291.7,131.17,-105.08,281.71,121.18,-115.07,RETRY
pay_016179_a1,0.0744,0.3972,0.2043,0.2341,74.31,391.85,189.07,-16.14,317.54,114.76,-90.45,RETRY
pay_016180_a1,0.0607,0.3614,0.2383,0.2184,60.65,356.08,223.08,-31.85,295.43,162.43,-92.5,RETRY
pay_016181_a1,0.3532,0.6489,0.3705,0.1685,176.24,318.78,169.88,-165.89,142.53,-6.36,-342.14,RETRY
pay_016182_a2,0.2585,0.5257,0.2726,0.118,128.99,257.31,121.04,-191.14,128.31,-7.96,-320.13,RETRY
pay_016183_a3,0.2445,0.505,0.2505,0.0872,122.02,246.99,110.0,-206.5,124.97,-12.02,-328.52,RETRY
pay_016184_a4,0.1345,0.4393,0.1286,0.01,67.1,214.22,49.18,-245.01,147.12,-17.93,-312.11,RETRY
pay_016185_a1,0.273,0.5907,0.2336,0.1448,136.21,289.78,101.58,-177.76,153.57,-34.63,-313.97,RETRY
pay_016186_a2,0.2007,0.4787,0.2021,0.0746,100.16,233.87,85.87,-212.76,133.71,-14.3,-312.92,RETRY
pay_016187_a3,0.1356,0.4396,0.161,0.01,67.68,214.38,65.33,-245.01,146.7,-2.35,-312.69,RETRY
pay_016188_a4,0.0383,0.3137,0.01,0.01,19.12,151.54,-10.01,-245.01,132.42,-29.13,-264.13,RETRY
pay_016189_a1,0.2395,0.571,0.2453,0.0848,119.51,279.92,107.4,-207.69,160.41,-12.12,-327.2,RETRY
pay_016190_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016191_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016192_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016193_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016194_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016195_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016196_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016197_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016198_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016199_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016200_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016201_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016202_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016203_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016204_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016205_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016206_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016207_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016208_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016209_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016210_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016211_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016212_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016213_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016214_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016215_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016216_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016217_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016218_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_016219_a1,0.2343,0.4261,0.6947,0.2076,702.73,1272.92,2068.49,372.53,570.19,1365.75,-330.21,NUDGE
pay_016220_a2,0.1837,0.3446,0.6744,0.1662,550.8,1028.49,2007.64,248.3,477.7,1456.84,-302.5,NUDGE
pay_016221_a1,0.0327,0.2236,0.5407,0.0437,98.16,665.49,1606.54,-118.83,567.33,1508.38,-216.99,NUDGE
pay_016222_a2,0.01,0.1722,0.5093,0.01,29.99,511.56,1512.51,-220.01,481.57,1482.52,-250.0,NUDGE
pay_016223_a3,0.01,0.1565,0.4178,0.01,29.99,464.41,1238.08,-220.01,434.42,1208.09,-250.0,NUDGE
pay_016224_a1,0.0551,0.235,0.5672,0.01,165.13,699.64,1685.9,-220.01,534.51,1520.77,-385.14,NUDGE
pay_016225_a1,0.01,0.1789,0.4526,0.01,29.99,531.6,1342.28,-220.01,501.61,1312.29,-250.0,NUDGE
pay_016226_a2,0.01,0.1178,0.3756,0.01,29.99,348.37,1111.57,-220.01,318.38,1081.58,-250.0,NUDGE
pay_016227_a3,0.01,0.0492,0.3564,0.01,29.99,142.63,1053.84,-220.01,112.64,1023.85,-250.0,NUDGE
pay_016228_a4,0.01,0.01,0.2703,0.01,29.99,24.99,795.49,-220.01,-5.0,765.5,-250.0,NUDGE
pay_016229_a1,0.1402,0.3193,0.6186,0.0968,420.55,952.52,1840.25,40.28,531.97,1419.7,-380.27,NUDGE
pay_016230_a2,0.0328,0.1805,0.4938,0.01,98.4,536.27,1465.88,-220.01,437.87,1367.49,-318.41,NUDGE
pay_016231_a3,0.01,0.1433,0.4683,0.01,29.99,424.66,1389.58,-220.01,394.67,1359.59,-250.0,NUDGE
pay_016232_a1,0.1765,0.5571,0.3694,0.1699,529.35,1665.73,1092.87,259.4,1136.38,563.52,-269.95,RETRY
pay_016233_a1,0.2608,0.6111,0.4356,0.2689,782.21,1827.74,1291.46,556.54,1045.53,509.26,-225.66,RETRY
pay_016234_a2,0.177,0.5048,0.34,0.1706,530.68,1508.83,1004.71,261.49,978.14,474.03,-269.19,RETRY
pay_016235_a3,0.1528,0.4876,0.3396,0.1409,458.17,1457.31,1003.57,172.55,999.14,545.4,-285.62,RETRY
pay_016236_a4,0.098,0.4328,0.2834,0.0897,293.87,1293.07,834.89,18.92,999.21,541.02,-274.95,RETRY
pay_016237_a1,0.5355,0.5547,0.4317,0.4326,427.88,438.17,329.92,95.66,10.29,-97.97,-332.22,RETRY
pay_016238_a2,0.4665,0.5006,0.384,0.3996,372.71,395.0,291.8,69.28,22.29,-80.91,-303.43,RETRY
pay_016239_a3,0.4259,0.4482,0.3705,0.38,340.32,353.12,281.06,53.63,12.8,-59.26,-286.69,RETRY
pay_016240_a1,0.4996,0.5039,0.3986,0.4132,399.18,397.63,303.45,80.13,-1.56,-95.73,-319.05,WAIT
pay_016241_a1,0.5888,0.6308,0.493,0.5171,470.47,499.01,378.9,163.13,28.54,-91.57,-307.34,RETRY
pay_016242_a1,0.3728,0.4166,0.2939,0.2779,297.9,327.9,219.85,-27.99,30.01,-78.05,-325.89,RETRY
pay_016243_a1,0.5469,0.5943,0.4325,0.484,436.99,469.83,330.59,136.75,32.84,-106.4,-300.24,RETRY
pay_016244_a1,0.2968,0.4399,0.7137,0.2956,148.1,214.49,341.14,-102.51,66.38,193.03,-250.61,NUDGE
pay_016245_a2,0.2511,0.3915,0.662,0.2712,125.32,190.36,315.31,-114.67,65.05,190.0,-239.99,NUDGE
pay_016246_a1,0.4911,0.4967,0.564,0.5678,392.35,391.86,435.67,203.64,-0.49,43.32,-188.71,NUDGE
pay_016247_a1,0.3217,0.3623,0.3881,0.4295,257.07,284.45,295.11,93.13,27.38,38.04,-163.94,NUDGE
pay_016248_a1,0.313,0.3225,0.3736,0.4266,250.06,252.66,283.48,90.85,2.6,33.42,-159.21,NUDGE
pay_016249_a1,0.2033,0.2246,0.2939,0.3122,162.42,174.49,219.82,-0.56,12.07,57.4,-162.99,NUDGE
pay_016250_a2,0.148,0.1383,0.245,0.275,118.26,105.48,180.72,-30.31,-12.77,62.46,-148.57,NUDGE
pay_016251_a3,0.1043,0.1035,0.1761,0.1879,83.3,77.67,125.7,-99.85,-5.63,42.4,-183.15,NUDGE
pay_016252_a4,0.033,0.0566,0.1157,0.1272,26.35,40.23,77.41,-148.36,13.88,51.06,-174.71,NUDGE
pay_016253_a1,0.3167,0.4596,0.4019,0.3642,316.36,454.15,386.45,113.88,137.79,70.1,-202.48,RETRY
pay_016254_a2,0.2451,0.3607,0.3706,0.289,244.83,355.38,355.21,38.71,110.54,110.37,-206.12,RETRY
pay_016255_a3,0.1859,0.3332,0.312,0.2593,185.74,327.88,296.67,9.07,142.14,110.93,-176.67,RETRY
pay_016256_a1,0.01,0.01,0.01,0.0778,9.99,4.99,-5.01,-172.29,-5.0,-15.0,-182.28,WAIT
pay_016257_a2,0.01,0.01,0.01,0.0131,9.99,4.99,-5.01,-236.9,-5.0,-15.0,-246.89,WAIT
pay_016258_a1,0.0404,0.0629,0.0432,0.1282,40.36,57.89,28.11,-121.94,17.53,-12.25,-162.3,RETRY
pay_016259_a2,0.01,0.01,0.0763,0.1178,9.99,4.99,61.21,-132.28,-5.0,51.22,-142.27,NUDGE
pay_016260_a3,0.01,0.01,0.01,0.0607,9.99,4.99,-5.01,-189.4,-5.0,-15.0,-199.39,WAIT
pay_016261_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_016262_a1,0.01,0.01,0.01,0.0821,9.99,4.99,-5.01,-167.93,-5.0,-15.0,-177.92,WAIT
pay_016263_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_016264_a1,0.4292,0.5983,0.4856,0.332,214.19,293.53,227.33,-84.31,79.35,13.14,-298.5,RETRY
pay_016265_a2,0.3209,0.467,0.3565,0.2224,160.15,228.05,162.91,-139.01,67.89,2.76,-299.16,RETRY
pay_016266_a3,0.3226,0.4916,0.3721,0.2262,161.0,240.31,170.65,-137.15,79.31,9.65,-298.15,RETRY
pay_016267_a1,0.3255,0.4957,0.3816,0.2525,162.44,242.36,175.43,-124.02,79.92,12.99,-286.46,RETRY
pay_016268_a2,0.2681,0.4665,0.3365,0.1521,133.77,227.78,152.89,-174.12,94.01,19.12,-307.89,RETRY
pay_016269_a3,0.2297,0.4072,0.3016,0.1347,114.6,198.17,135.48,-182.79,83.57,20.89,-297.39,RETRY
pay_016270_a1,0.2933,0.4508,0.3511,0.214,146.37,219.96,160.18,-143.2,73.58,13.81,-289.57,RETRY
pay_016271_a2,0.2172,0.3955,0.2524,0.1107,108.39,192.37,110.96,-194.75,83.98,2.57,-303.14,RETRY
pay_016272_a3,0.1332,0.2782,0.1656,0.0599,66.47,133.82,67.62,-220.12,67.35,1.15,-286.59,RETRY
pay_016273_a4,0.0443,0.2122,0.1009,0.01,22.12,100.87,35.36,-245.01,78.75,13.24,-267.13,RETRY
pay_016274_a1,0.3057,0.4423,0.3392,0.2414,152.55,215.69,154.24,-129.54,63.14,1.69,-282.09,RETRY
pay_016275_a2,0.2218,0.3892,0.2439,0.1052,110.7,189.2,106.72,-197.5,78.5,-3.98,-308.2,RETRY
pay_016276_a3,0.1692,0.3596,0.1947,0.0878,84.42,174.44,82.18,-206.2,90.01,-2.25,-290.62,RETRY
pay_016277_a1,0.2224,0.3714,0.2834,0.1611,110.98,180.32,126.43,-169.59,69.34,15.45,-280.56,RETRY
pay_016278_a2,0.1627,0.3163,0.2015,0.0898,81.21,152.83,85.57,-205.17,71.62,4.36,-286.38,RETRY
pay_016279_a3,0.1086,0.2489,0.1706,0.01,54.17,119.21,70.13,-245.01,65.04,15.96,-299.18,RETRY
pay_016280_a4,0.01,0.1146,0.0314,0.01,4.99,52.18,0.68,-245.01,47.19,-4.31,-250.0,RETRY
pay_016281_a1,0.2794,0.4351,0.3052,0.1995,139.43,212.09,137.3,-150.47,72.66,-2.14,-289.9,RETRY
pay_016282_a1,0.2222,0.4019,0.2771,0.1068,110.86,195.54,123.3,-196.73,84.68,12.44,-307.58,RETRY
pay_016283_a1,0.233,0.3819,0.3079,0.1642,116.27,185.57,138.65,-168.06,69.3,22.38,-284.32,RETRY
pay_016284_a2,0.1327,0.2979,0.1676,0.0582,66.21,143.67,68.61,-220.97,77.47,2.4,-287.18,RETRY
pay_016285_a3,0.0748,0.2571,0.1395,0.0173,37.31,123.27,54.62,-241.36,85.96,17.31,-278.67,RETRY
pay_016286_a1,0.3023,0.4544,0.3842,0.2365,150.87,221.73,176.74,-131.99,70.86,25.87,-282.86,RETRY
pay_016287_a2,0.2127,0.3665,0.2647,0.1445,106.16,177.89,117.08,-177.91,71.73,10.92,-284.07,RETRY
pay_016288_a1,0.0872,0.2056,0.1662,0.214,87.13,200.4,151.0,-36.22,113.27,63.87,-123.36,RETRY
pay_016289_a1,0.1364,0.2767,0.2164,0.2864,136.25,271.4,201.17,36.12,135.15,64.92,-100.12,RETRY
pay_016290_a2,0.0799,0.1977,0.1336,0.2138,79.84,192.47,118.44,-36.45,112.62,38.59,-116.29,RETRY
pay_016291_a1,0.148,0.327,0.2461,0.2278,147.84,321.63,230.81,-22.41,173.79,82.98,-170.24,RETRY
pay_016292_a2,0.0983,0.2276,0.1574,0.2384,98.2,222.41,142.28,-11.82,124.21,44.08,-110.03,RETRY
pay_016293_a3,0.0374,0.2022,0.091,0.1594,37.4,196.95,75.96,-90.77,159.55,38.56,-128.18,RETRY
pay_016294_a4,0.01,0.0939,0.0753,0.0986,9.99,88.79,60.19,-151.53,78.8,50.2,-161.52,RETRY
pay_016295_a1,0.01,0.0818,0.038,0.0766,9.99,76.74,22.95,-173.45,66.75,12.96,-183.44,RETRY
pay_016296_a1,0.01,0.1403,0.0321,0.066,9.99,135.18,17.02,-184.03,125.19,7.03,-194.02,RETRY
pay_016297_a1,0.4642,0.4721,0.5174,0.5391,370.93,372.23,398.41,180.73,1.3,27.48,-190.2,NUDGE
pay_016298_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016299_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016300_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016301_a4,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016302_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016303_a1,0.01,0.0246,0.01,0.01,19.99,44.14,4.99,-230.01,24.15,-15.0,-250.0,RETRY
pay_016304_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016305_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016306_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016307_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016308_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016309_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016310_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016311_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016312_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016313_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016314_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016315_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016316_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016317_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016318_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016319_a4,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016320_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016321_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016322_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_016323_a1,0.3122,0.3193,0.6023,0.254,155.77,154.35,285.54,-123.26,-1.41,129.77,-279.03,NUDGE
pay_016324_a1,0.2842,0.3263,0.5846,0.2154,141.8,157.8,276.69,-142.52,16.0,134.89,-284.33,NUDGE
pay_016325_a1,0.3246,0.3493,0.6574,0.233,161.96,169.32,313.07,-133.74,7.37,151.11,-295.7,NUDGE
pay_016326_a1,0.8137,0.8139,0.8081,0.771,1626.49,1622.0,1600.4,1291.28,-4.49,-26.09,-335.21,WAIT
pay_016327_a2,0.7532,0.7359,0.7795,0.7351,1505.59,1466.04,1543.18,1219.45,-39.55,37.59,-286.14,NUDGE
pay_016328_a3,0.7106,0.6513,0.6917,0.6725,1420.43,1296.88,1367.78,1094.33,-123.54,-52.65,-326.1,WAIT
pay_016329_a4,0.6378,0.6017,0.6629,0.6066,1274.89,1197.87,1310.08,962.6,-77.03,35.18,-312.29,NUDGE
pay_016330_a1,0.978,0.9136,0.9831,0.938,1955.04,1821.22,1950.25,1625.07,-133.83,-4.79,-329.98,WAIT
pay_016331_a1,0.1487,0.6508,0.2959,0.045,297.18,1295.88,576.57,-159.99,998.7,279.4,-457.16,RETRY
pay_016332_a2,0.1242,0.6052,0.3234,0.01,248.22,1204.77,631.57,-230.01,956.55,383.34,-478.23,RETRY
pay_016333_a3,0.0457,0.4759,0.2286,0.01,91.39,946.32,442.06,-230.01,854.93,350.67,-321.4,RETRY
pay_016334_a1,0.0983,0.5297,0.2767,0.01,196.55,1053.77,538.18,-230.01,857.22,341.63,-426.56,RETRY
pay_016335_a2,0.0811,0.5708,0.2645,0.01,162.14,1136.01,513.77,-230.01,973.87,351.63,-392.15,RETRY
pay_016336_a3,0.01,0.5147,0.1784,0.01,19.99,1023.82,341.72,-230.01,1003.83,321.73,-250.0,RETRY
pay_016337_a4,0.01,0.3846,0.1179,0.01,19.99,763.89,220.66,-230.01,743.9,200.67,-250.0,RETRY
pay_016338_a1,0.0878,0.5522,0.2648,0.01,175.44,1098.76,514.43,-230.01,923.32,338.99,-405.45,RETRY
pay_016339_a2,0.01,0.4625,0.1909,0.01,19.99,919.54,366.61,-230.01,899.55,346.62,-250.0,RETRY
