payment_id,natural_recovery_probability,retry_success_probability,nudge_success_probability,escalation_success_probability,net_value_wait,net_value_retry,net_value_nudge,net_value_escalate,incremental_value_retry,incremental_value_nudge,incremental_value_escalate,best_action
pay_012770_a4,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012771_a1,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012772_a1,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012773_a2,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012774_a3,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012775_a1,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012776_a2,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012777_a1,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012778_a2,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012779_a3,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012780_a4,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012781_a1,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012782_a1,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012783_a2,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012784_a3,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012785_a4,0.01,0.01,0.01,0.01,29.99,24.99,14.99,-220.01,-5.0,-15.0,-250.0,WAIT
pay_012786_a1,0.1246,0.4412,0.1701,0.0568,124.47,435.8,154.94,-193.27,311.33,30.47,-317.74,RETRY
pay_012787_a1,0.2987,0.6073,0.3774,0.2486,298.45,601.7,361.98,-1.65,303.25,63.53,-300.1,RETRY
pay_012788_a1,0.1846,0.5153,0.25,0.1849,184.4,509.78,234.8,-65.24,325.38,50.39,-249.65,RETRY
pay_012789_a2,0.1024,0.4307,0.1292,0.0626,102.27,425.26,114.04,-187.51,322.99,11.77,-289.78,RETRY
pay_012790_a3,0.0785,0.4018,0.1453,0.0153,78.42,396.36,130.17,-234.76,317.94,51.75,-313.18,RETRY
pay_012791_a4,0.01,0.2848,0.0601,0.01,9.99,279.51,45.07,-240.01,269.52,35.08,-250.0,RETRY
pay_012792_a1,0.1218,0.4776,0.2417,0.0775,121.69,472.16,226.48,-172.56,350.46,104.79,-294.25,RETRY
pay_012793_a2,0.0439,0.3372,0.0796,0.01,43.88,331.87,64.51,-240.01,287.99,20.63,-283.89,RETRY
pay_012794_a1,0.0977,0.432,0.1887,0.0672,97.63,426.59,173.48,-182.84,328.96,75.84,-280.47,RETRY
pay_012795_a1,0.0949,0.405,0.172,0.0306,94.85,399.62,156.87,-219.44,304.77,62.02,-314.29,RETRY
pay_012796_a2,0.0131,0.3661,0.0689,0.01,13.07,360.73,53.85,-240.01,347.66,40.78,-253.08,RETRY
pay_012797_a3,0.01,0.2383,0.0306,0.01,9.99,233.07,15.54,-240.01,223.08,5.55,-250.0,RETRY
pay_012798_a1,0.0501,0.3687,0.1177,0.01,50.05,363.33,102.59,-240.01,313.27,52.53,-290.06,RETRY
pay_012799_a2,0.01,0.2755,0.0609,0.01,9.99,270.25,45.8,-240.01,260.26,35.81,-250.0,RETRY
pay_012800_a3,0.01,0.308,0.01,0.01,9.99,302.73,-5.01,-240.01,292.74,-15.0,-250.0,RETRY
pay_012801_a1,0.8649,0.8606,0.7952,0.8614,863.99,854.76,779.37,610.56,-9.23,-84.62,-253.43,WAIT
pay_012802_a2,0.7967,0.7717,0.757,0.8498,795.95,765.94,741.24,598.94,-30.01,-54.7,-197.01,WAIT
pay_012803_a3,0.7074,0.6914,0.6695,0.741,706.72,685.68,653.81,490.23,-21.04,-52.91,-216.49,WAIT
pay_012804_a4,0.6934,0.6583,0.6804,0.7084,692.72,652.6,664.73,457.7,-40.12,-27.99,-235.02,WAIT
pay_012805_a1,0.8943,0.8786,0.9602,0.8494,893.37,872.68,944.24,598.57,-20.69,50.88,-294.8,NUDGE
pay_012806_a2,0.798,0.8187,0.8491,0.8058,797.22,812.84,833.21,554.98,15.62,35.99,-242.24,NUDGE
pay_012807_a3,0.7545,0.7806,0.8205,0.7412,753.71,774.84,804.63,490.51,21.13,50.92,-263.2,NUDGE
pay_012808_a1,0.4291,0.5011,0.3616,0.4238,1286.81,1497.74,1069.4,1021.12,210.93,-217.41,-265.69,RETRY
pay_012809_a1,0.4169,0.5355,0.3487,0.3826,1250.37,1600.83,1030.88,897.39,350.46,-219.49,-352.98,RETRY
pay_012810_a1,0.442,0.5369,0.3719,0.4361,1325.59,1605.18,1100.28,1057.87,279.59,-225.31,-267.72,RETRY
pay_012811_a2,0.4043,0.5396,0.3252,0.3575,1212.46,1613.37,960.26,822.21,400.91,-252.19,-390.25,RETRY
pay_012812_a3,0.3307,0.4335,0.2926,0.3164,991.82,1294.97,862.43,698.87,303.14,-129.39,-292.95,RETRY
pay_012813_a4,0.2509,0.3225,0.2013,0.2545,752.3,962.14,588.69,513.18,209.84,-163.61,-239.12,RETRY
pay_012814_a1,0.5359,0.6657,0.4606,0.5393,1607.06,1991.44,1366.22,1367.39,384.38,-240.84,-239.67,RETRY
pay_012815_a1,0.4697,0.5673,0.3951,0.4327,1408.64,1696.43,1169.78,1047.55,287.79,-238.86,-361.09,RETRY
pay_012816_a2,0.3958,0.4756,0.309,0.3692,1187.14,1421.34,911.55,857.26,234.19,-275.59,-329.88,RETRY
pay_012817_a1,0.3479,0.4304,0.2924,0.2929,1043.42,1285.64,862.03,628.54,242.22,-181.39,-414.89,RETRY
pay_012818_a2,0.2815,0.409,0.235,0.2514,844.35,1221.66,689.79,504.01,377.31,-154.56,-340.35,RETRY
pay_012819_a1,0.7509,0.7413,0.7736,0.8567,3753.51,3700.56,3852.35,4032.63,-52.95,98.85,279.13,ESCALATE
pay_012820_a2,0.6568,0.6129,0.6459,0.7277,3283.37,3058.95,3213.73,3387.73,-224.42,-69.65,104.35,ESCALATE
pay_012821_a3,0.6197,0.5465,0.6369,0.694,3097.67,2726.87,3168.78,3219.33,-370.8,71.11,121.66,ESCALATE
pay_012822_a4,0.5258,0.4883,0.5657,0.6007,2628.72,2435.91,2812.72,2752.9,-192.81,184.0,124.18,NUDGE
pay_012823_a1,0.7476,0.7014,0.7828,0.832,3737.02,3501.43,3898.46,3909.26,-235.59,161.44,172.24,ESCALATE
pay_012824_a2,0.6911,0.6393,0.6821,0.7648,3454.65,3190.96,3394.79,3573.18,-263.69,-59.86,118.53,ESCALATE
pay_012825_a1,0.6815,0.6526,0.7371,0.7855,3406.66,3257.11,3669.58,3676.96,-149.56,262.91,270.29,ESCALATE
pay_012826_a2,0.6132,0.5715,0.6644,0.6478,3065.55,2851.71,3306.38,2988.21,-213.84,240.83,-77.34,NUDGE
pay_012827_a1,0.8114,0.7739,0.8353,0.8872,4056.04,3863.67,4160.5,4185.05,-192.36,104.47,129.02,ESCALATE
pay_012828_a2,0.7383,0.7111,0.7729,0.8001,3690.8,3549.72,3848.58,3749.62,-141.08,157.78,58.82,NUDGE
pay_012829_a3,0.6394,0.6043,0.6905,0.6895,3196.42,3015.85,3436.92,3196.62,-180.57,240.5,0.2,NUDGE
pay_012830_a4,0.5963,0.5337,0.6288,0.6925,2981.12,2662.92,3128.39,3211.7,-318.21,147.26,230.57,ESCALATE
pay_012831_a1,0.6299,0.6312,0.6767,0.6949,3149.05,3150.46,3367.87,3223.97,1.41,218.82,74.92,NUDGE
pay_012832_a1,0.3183,0.426,0.3697,0.3326,318.03,420.58,354.36,82.23,102.56,36.34,-235.8,RETRY
pay_012833_a2,0.2793,0.427,0.2819,0.2448,278.97,421.61,266.62,-5.47,142.64,-12.36,-284.45,RETRY
pay_012834_a3,0.2504,0.4103,0.3042,0.2681,250.16,404.88,288.85,17.84,154.72,38.69,-232.33,RETRY
pay_012835_a1,0.3465,0.5106,0.3662,0.3692,346.14,505.1,350.87,118.85,158.97,4.73,-227.29,RETRY
pay_012836_a2,0.3069,0.4737,0.3351,0.3286,306.54,468.18,319.77,78.29,161.63,13.22,-228.26,RETRY
pay_012837_a1,0.2832,0.4231,0.2822,0.2738,282.9,417.64,266.89,23.54,134.74,-16.01,-259.36,RETRY
pay_012838_a2,0.2272,0.3838,0.2458,0.2379,226.98,378.44,230.59,-12.36,151.46,3.62,-239.34,RETRY
pay_012839_a1,0.4255,0.562,0.4156,0.4096,425.12,556.4,400.15,159.22,131.29,-24.97,-265.89,RETRY
pay_012840_a1,0.1841,0.3016,0.2382,0.1573,183.87,296.33,222.99,-92.85,112.46,39.12,-276.72,RETRY
pay_012841_a2,0.1502,0.2522,0.2111,0.1288,150.02,246.9,195.9,-121.29,96.88,45.89,-271.31,RETRY
pay_012842_a3,0.0971,0.2449,0.1212,0.1056,97.0,239.67,106.11,-144.49,142.67,9.1,-241.49,RETRY
pay_012843_a1,0.1394,0.2857,0.1636,0.1421,139.29,280.41,148.41,-107.99,141.11,9.12,-247.29,RETRY
pay_012844_a2,0.0753,0.2064,0.0844,0.1017,75.24,201.19,69.33,-148.38,125.95,-5.91,-223.62,RETRY
pay_012845_a1,0.1473,0.2531,0.1816,0.1493,147.12,247.86,166.43,-100.87,100.75,19.31,-247.99,RETRY
pay_012846_a2,0.079,0.2393,0.1028,0.0514,78.93,234.1,87.7,-198.67,155.18,8.77,-277.6,RETRY
pay_012847_a1,0.0834,0.1986,0.0941,0.0449,83.27,193.44,79.01,-205.15,110.17,-4.26,-288.42,RETRY
pay_012848_a1,0.1222,0.2657,0.1508,0.1049,122.08,260.46,135.67,-145.23,138.38,13.58,-267.32,RETRY
pay_012849_a2,0.01,0.1335,0.0134,0.01,9.99,128.33,-1.6,-240.01,118.34,-11.59,-250.0,RETRY
pay_012850_a3,0.01,0.1162,0.01,0.01,9.99,111.09,-5.01,-240.01,101.1,-15.0,-250.0,RETRY
pay_012851_a1,0.01,0.1059,0.01,0.01,9.99,100.84,-5.01,-240.01,90.85,-15.0,-250.0,RETRY
pay_012852_a1,0.0681,0.2021,0.1035,0.0412,68.05,196.91,88.4,-208.88,128.87,20.35,-276.93,RETRY
pay_012853_a2,0.0213,0.1382,0.0297,0.0491,21.29,133.02,14.69,-200.95,111.73,-6.6,-222.24,RETRY
pay_012854_a1,0.0557,0.233,0.1017,0.0661,55.67,227.79,86.56,-183.95,172.11,30.88,-239.62,RETRY
pay_012855_a1,0.2134,0.4003,0.3979,0.2258,639.86,1195.49,1178.38,427.26,555.63,538.52,-212.6,RETRY
pay_012856_a2,0.1459,0.2795,0.2956,0.1651,437.48,833.36,871.41,245.0,395.88,433.93,-192.48,NUDGE
pay_012857_a3,0.091,0.2502,0.288,0.1019,272.82,745.32,848.74,55.49,472.49,575.92,-217.33,NUDGE
pay_012858_a4,0.01,0.0933,0.1884,0.01,29.99,274.82,550.07,-220.01,244.83,520.08,-250.0,NUDGE
pay_012859_a1,0.2057,0.3359,0.3761,0.2393,616.74,1002.31,1112.96,467.55,385.56,496.21,-149.19,NUDGE
pay_012860_a1,0.2504,0.3741,0.4279,0.281,751.07,1117.02,1268.22,592.78,365.95,517.15,-158.29,NUDGE
pay_012861_a1,0.2168,0.3693,0.4286,0.2313,650.07,1102.5,1270.49,443.73,452.43,620.42,-206.34,NUDGE
pay_012862_a1,0.1463,0.3236,0.3343,0.1926,438.64,965.35,987.7,327.6,526.71,549.06,-111.05,NUDGE
pay_012863_a2,0.0563,0.1781,0.2723,0.0987,168.7,529.23,801.68,46.06,360.53,632.98,-122.64,NUDGE
pay_012864_a3,0.0206,0.1725,0.2495,0.0411,61.82,512.22,733.39,-126.63,450.41,671.57,-188.45,NUDGE
pay_012865_a4,0.01,0.1628,0.1513,0.01,29.99,483.12,438.7,-220.01,453.13,408.71,-250.0,RETRY
pay_012866_a1,0.2092,0.3756,0.3916,0.2377,627.3,1121.33,1159.48,462.93,494.03,532.18,-164.37,NUDGE
pay_012867_a1,0.0976,0.2882,0.3034,0.1755,292.85,859.38,894.78,276.23,566.53,601.93,-16.62,NUDGE
pay_012868_a2,0.01,0.1656,0.1932,0.0367,29.99,491.51,564.27,-140.02,461.52,534.28,-170.01,NUDGE
pay_012869_a3,0.01,0.1402,0.1552,0.01,29.99,415.44,450.51,-220.01,385.45,420.52,-250.0,NUDGE
pay_012870_a4,0.01,0.01,0.077,0.01,29.99,24.99,216.04,-220.01,-5.0,186.05,-250.0,NUDGE
pay_012871_a1,0.149,0.2818,0.6461,0.1647,148.82,276.48,630.44,-85.44,127.65,481.62,-234.26,NUDGE
pay_012872_a2,0.0999,0.2427,0.5402,0.1435,99.76,237.47,524.7,-106.65,137.71,424.94,-206.41,NUDGE
pay_012873_a1,0.0993,0.235,0.5295,0.1322,99.23,229.81,513.94,-117.94,130.58,414.71,-217.16,NUDGE
pay_012874_a1,0.089,0.21,0.5512,0.1164,88.89,204.76,535.65,-133.73,115.87,446.76,-222.62,NUDGE
pay_012875_a1,0.0646,0.2142,0.5311,0.0819,64.5,208.99,515.52,-168.17,144.49,451.02,-232.68,NUDGE
pay_012876_a1,0.0411,0.1825,0.4889,0.0516,41.1,177.34,473.38,-198.46,136.24,432.28,-239.56,NUDGE
pay_012877_a1,0.2034,0.1835,0.5346,0.0642,609.89,545.34,1588.26,-57.4,-64.56,978.37,-667.29,NUDGE
pay_012878_a2,0.1524,0.1602,0.5174,0.0311,457.18,475.32,1536.82,-156.88,18.14,1079.64,-614.06,NUDGE
pay_012879_a3,0.1085,0.0912,0.4379,0.01,325.42,268.52,1298.38,-220.01,-56.9,972.95,-545.43,NUDGE
pay_012880_a4,0.01,0.01,0.2851,0.01,29.99,24.99,840.16,-220.01,-5.0,810.17,-250.0,NUDGE
pay_012881_a1,0.2854,0.2899,0.591,0.1613,855.94,864.4,1757.55,233.63,8.46,901.61,-622.31,NUDGE
pay_012882_a1,0.1967,0.208,0.5155,0.0808,590.03,618.91,1530.99,-7.62,28.88,940.95,-597.66,NUDGE
pay_012883_a2,0.1488,0.1022,0.4463,0.0307,446.3,301.61,1323.46,-158.0,-144.69,877.16,-604.31,NUDGE
pay_012884_a3,0.0747,0.052,0.3739,0.01,223.94,150.91,1106.39,-220.01,-73.03,882.44,-443.95,NUDGE
pay_012885_a4,0.01,0.01,0.3201,0.01,29.99,24.99,945.09,-220.01,-5.0,915.1,-250.0,NUDGE
pay_012886_a1,0.2179,0.1767,0.5513,0.0819,653.36,524.78,1638.22,-4.5,-128.59,984.86,-657.87,NUDGE
pay_012887_a2,0.1711,0.1784,0.4907,0.0786,513.18,530.15,1456.59,-14.35,16.97,943.41,-527.53,NUDGE
pay_012888_a1,0.1638,0.1601,0.4924,0.0567,491.2,475.0,1461.8,-80.09,-16.2,970.6,-571.29,NUDGE
pay_012889_a2,0.0701,0.0379,0.375,0.01,210.36,108.57,1109.6,-220.01,-101.79,899.24,-430.37,NUDGE
pay_012890_a1,0.0116,0.4551,0.2138,0.01,23.18,904.67,412.4,-230.01,881.48,389.22,-253.19,RETRY
pay_012891_a2,0.01,0.4593,0.2351,0.01,19.99,913.11,455.03,-230.01,893.12,435.04,-250.0,RETRY
pay_012892_a3,0.01,0.4081,0.1463,0.01,19.99,810.71,277.43,-230.01,790.72,257.44,-250.0,RETRY
pay_012893_a1,0.0237,0.4859,0.2767,0.01,47.4,966.28,538.15,-230.01,918.88,490.75,-277.41,RETRY
pay_012894_a2,0.01,0.356,0.1511,0.01,19.99,706.57,286.96,-230.01,686.58,266.97,-250.0,RETRY
pay_012895_a1,0.01,0.3586,0.0791,0.01,19.99,711.88,143.12,-230.01,691.89,123.13,-250.0,RETRY
pay_012896_a1,0.01,0.3841,0.1294,0.01,19.99,762.75,243.57,-230.01,742.76,223.58,-250.0,RETRY
pay_012897_a1,0.01,0.3051,0.0401,0.01,19.99,604.98,65.17,-230.01,584.99,45.18,-250.0,RETRY
pay_012898_a2,0.01,0.2802,0.01,0.01,19.99,555.02,4.99,-230.01,535.03,-15.0,-250.0,RETRY
pay_012899_a3,0.01,0.2071,0.01,0.01,19.99,408.99,4.99,-230.01,389.0,-15.0,-250.0,RETRY
pay_012900_a1,0.01,0.2346,0.01,0.01,19.99,464.01,4.99,-230.01,444.02,-15.0,-250.0,RETRY
pay_012901_a1,0.01,0.2885,0.044,0.01,19.99,571.64,73.02,-230.01,551.65,53.03,-250.0,RETRY
pay_012902_a1,0.01,0.3169,0.0431,0.01,19.99,628.5,71.22,-230.01,608.51,51.23,-250.0,RETRY
pay_012903_a2,0.01,0.2659,0.01,0.01,19.99,526.44,4.99,-230.01,506.45,-15.0,-250.0,RETRY
pay_012904_a1,0.01,0.3014,0.0297,0.01,19.99,597.42,44.44,-230.01,577.43,24.45,-250.0,RETRY
pay_012905_a1,0.01,0.3102,0.0318,0.01,19.99,615.02,48.62,-230.01,595.03,28.63,-250.0,RETRY
pay_012906_a1,0.01,0.2074,0.01,0.01,19.99,409.67,4.99,-230.01,389.68,-15.0,-250.0,RETRY
pay_012907_a1,0.1676,0.3829,0.614,0.1502,1676.01,3824.03,6124.26,1251.59,2148.02,4448.25,-424.42,NUDGE
pay_012908_a2,0.1442,0.3293,0.6202,0.0917,1441.98,3288.02,6186.3,667.33,1846.05,4744.32,-774.65,NUDGE
pay_012909_a3,0.0895,0.3016,0.5575,0.0661,894.97,3010.81,5558.97,410.76,2115.84,4664.0,-484.22,NUDGE
pay_012910_a4,0.01,0.2231,0.4667,0.01,99.99,2226.19,4651.3,-150.01,2126.2,4551.31,-250.0,NUDGE
pay_012911_a1,0.1697,0.3749,0.6889,0.1443,1696.54,3743.25,6873.11,1192.65,2046.71,5176.57,-503.88,NUDGE
pay_012912_a1,0.2281,0.4355,0.6667,0.1833,2281.17,4349.77,6651.18,1582.55,2068.6,4370.02,-698.62,NUDGE
pay_012913_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012914_a1,0.01,0.041,0.01,0.01,9.99,35.97,-5.01,-240.01,25.98,-15.0,-250.0,RETRY
pay_012915_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012916_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012917_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012918_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012919_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012920_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012921_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012922_a3,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012923_a4,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012924_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012925_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012926_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012927_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012928_a3,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012929_a4,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012930_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012931_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012932_a3,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012933_a4,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012934_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012935_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012936_a3,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012937_a4,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012938_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_012939_a1,0.2969,0.4919,0.7713,0.3246,296.64,486.45,755.56,74.32,189.81,458.92,-222.32,NUDGE
pay_012940_a1,0.2811,0.5016,0.7048,0.2821,280.79,496.06,689.11,31.79,215.27,408.32,-249.0,NUDGE
pay_012941_a2,0.2004,0.3888,0.6416,0.2087,200.24,383.39,625.96,-41.5,183.15,425.73,-241.74,NUDGE
pay_012942_a3,0.1499,0.3473,0.6094,0.1622,149.78,341.91,593.76,-87.92,192.14,443.99,-237.7,NUDGE
pay_012943_a4,0.094,0.2901,0.5118,0.144,93.89,284.78,496.31,-106.15,190.89,402.42,-200.04,NUDGE
pay_012944_a1,0.1876,0.3662,0.618,0.2574,187.37,360.86,602.36,7.19,173.5,415.0,-180.18,NUDGE
pay_012945_a2,0.1105,0.2743,0.5513,0.1673,110.36,269.03,535.75,-82.85,158.67,425.39,-193.21,NUDGE
pay_012946_a3,0.038,0.2644,0.4978,0.0755,37.91,259.14,482.34,-174.54,221.22,444.43,-212.46,NUDGE
pay_012947_a4,0.01,0.1085,0.3639,0.01,9.99,103.4,348.54,-240.01,93.41,338.55,-250.0,NUDGE
pay_012948_a1,0.0827,0.3091,0.5207,0.082,82.57,303.81,505.18,-168.11,221.24,422.61,-250.68,NUDGE
pay_012949_a2,0.0138,0.1995,0.4237,0.0702,13.8,194.27,408.27,-179.9,180.48,394.47,-193.7,NUDGE
pay_012950_a3,0.01,0.1654,0.404,0.01,9.99,160.22,388.56,-240.01,150.23,378.57,-250.0,NUDGE
pay_012951_a4,0.01,0.0281,0.2645,0.01,9.99,23.04,249.27,-240.01,13.05,239.28,-250.0,NUDGE
pay_012952_a1,0.2279,0.4376,0.6603,0.2857,227.71,432.15,644.61,35.46,204.44,416.89,-192.25,NUDGE
pay_012953_a1,0.01,0.2031,0.4194,0.0181,9.99,197.9,404.02,-231.89,187.91,394.03,-241.88,NUDGE
pay_012954_a2,0.01,0.1102,0.3137,0.01,9.99,105.12,298.42,-240.01,95.13,288.43,-250.0,NUDGE
pay_012955_a3,0.01,0.0127,0.2304,0.01,9.99,7.66,215.21,-240.01,-2.33,205.22,-250.0,NUDGE
pay_012956_a4,0.01,0.01,0.1805,0.01,9.99,4.99,165.29,-240.01,-5.0,155.3,-250.0,NUDGE
pay_012957_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012958_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012959_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012960_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012961_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012962_a1,0.01,0.022,0.1332,0.01,19.99,38.89,251.19,-230.01,18.9,231.2,-250.0,NUDGE
pay_012963_a2,0.01,0.01,0.013,0.01,19.99,14.99,11.04,-230.01,-5.0,-8.95,-250.0,WAIT
pay_012964_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012965_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012966_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012967_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012968_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012969_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012970_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_012971_a1,0.01,0.0216,0.01,0.01,7.99,12.3,-7.01,-242.01,4.31,-15.0,-250.0,RETRY
pay_012972_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012973_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012974_a1,0.01,0.2343,0.0365,0.01,7.99,182.19,14.13,-242.01,174.2,6.14,-250.0,RETRY
pay_012975_a2,0.01,0.1287,0.01,0.01,7.99,97.86,-7.01,-242.01,89.87,-15.0,-250.0,RETRY
pay_012976_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012977_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012978_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012979_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012980_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012981_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012982_a1,0.01,0.0858,0.01,0.01,7.99,63.55,-7.01,-242.01,55.56,-15.0,-250.0,RETRY
pay_012983_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012984_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012985_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_012986_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
