payment_id,billing_cycle_id,customer_id,subscription_id,amount,payment_method,failure_reason,attempt_number,cumulative_failures,consecutive_failed_cycles,dynamic_success_rate,days_active,notification_engagement_score,contact_response_score
pay_015612_a2,cyc_001557_007,cust_001557,sub_001557,499,upi,bank_decline,2,11,6,0.154,987,0.3431,0.4962
pay_015613_a3,cyc_001557_007,cust_001557,sub_001557,499,upi,bank_decline,3,11,6,0.154,987,0.3431,0.4962
pay_015614_a1,cyc_001557_008,cust_001557,sub_001557,499,upi,bank_decline,1,12,7,0.143,1017,0.3431,0.4962
pay_015615_a2,cyc_001557_008,cust_001557,sub_001557,499,upi,bank_decline,2,12,7,0.143,1017,0.3431,0.4962
pay_015616_a1,cyc_001557_009,cust_001557,sub_001557,499,upi,network_error,1,13,8,0.133,1047,0.3431,0.4962
pay_015617_a2,cyc_001557_009,cust_001557,sub_001557,499,upi,network_error,2,13,8,0.133,1047,0.3431,0.4962
pay_015618_a3,cyc_001557_009,cust_001557,sub_001557,499,upi,network_error,3,13,8,0.133,1047,0.3431,0.4962
pay_015619_a4,cyc_001557_009,cust_001557,sub_001557,499,upi,network_error,4,13,8,0.133,1047,0.3431,0.4962
pay_015620_a1,cyc_001557_010,cust_001557,sub_001557,499,upi,insufficient_funds,1,14,9,0.125,1077,0.3431,0.4962
pay_015621_a1,cyc_001557_011,cust_001557,sub_001557,499,upi,insufficient_funds,1,15,10,0.118,1107,0.3431,0.4962
pay_015622_a2,cyc_001557_011,cust_001557,sub_001557,499,upi,insufficient_funds,2,15,10,0.118,1107,0.3431,0.4962
pay_015623_a3,cyc_001557_011,cust_001557,sub_001557,499,upi,insufficient_funds,3,15,10,0.118,1107,0.3431,0.4962
pay_015624_a1,cyc_001557_012,cust_001557,sub_001557,499,upi,expired_card,1,16,11,0.111,1137,0.3431,0.4962
pay_015625_a2,cyc_001557_012,cust_001557,sub_001557,499,upi,expired_card,2,16,11,0.111,1137,0.3431,0.4962
pay_015626_a1,cyc_001558_002,cust_001558,sub_001558,1499,card,expired_card,1,1,0,0.857,297,0.4192,0.5035
pay_015627_a1,cyc_001558_004,cust_001558,sub_001558,1499,card,insufficient_funds,1,2,0,0.778,357,0.4192,0.5035
pay_015628_a1,cyc_001558_006,cust_001558,sub_001558,1499,card,bank_decline,1,3,0,0.727,417,0.4192,0.5035
pay_015629_a2,cyc_001558_006,cust_001558,sub_001558,1499,card,bank_decline,2,3,0,0.727,417,0.4192,0.5035
pay_015630_a1,cyc_001558_007,cust_001558,sub_001558,1499,card,insufficient_funds,1,4,1,0.667,447,0.4192,0.5035
pay_015631_a2,cyc_001558_007,cust_001558,sub_001558,1499,card,insufficient_funds,2,4,1,0.667,447,0.4192,0.5035
pay_015632_a1,cyc_001558_009,cust_001558,sub_001558,1499,card,bank_decline,1,5,0,0.643,507,0.4192,0.5035
pay_015633_a2,cyc_001558_009,cust_001558,sub_001558,1499,card,bank_decline,2,5,0,0.643,507,0.4192,0.5035
pay_015634_a3,cyc_001558_009,cust_001558,sub_001558,1499,card,bank_decline,3,5,0,0.643,507,0.4192,0.5035
pay_015635_a1,cyc_001558_010,cust_001558,sub_001558,1499,card,authentication_failure,1,6,1,0.6,537,0.4192,0.5035
pay_015636_a2,cyc_001558_010,cust_001558,sub_001558,1499,card,authentication_failure,2,6,1,0.6,537,0.4192,0.5035
pay_015637_a1,cyc_001558_012,cust_001558,sub_001558,1499,card,bank_decline,1,7,0,0.588,597,0.4192,0.5035
pay_015638_a1,cyc_001559_001,cust_001559,sub_001559,499,upi,expired_card,1,5,0,0.375,678,0.3229,0.6996
pay_015639_a2,cyc_001559_001,cust_001559,sub_001559,499,upi,expired_card,2,5,0,0.375,678,0.3229,0.6996
pay_015640_a1,cyc_001559_002,cust_001559,sub_001559,499,upi,insufficient_funds,1,6,1,0.333,708,0.3229,0.6996
pay_015641_a1,cyc_001559_004,cust_001559,sub_001559,499,upi,expired_card,1,7,0,0.364,768,0.3229,0.6996
pay_015642_a1,cyc_001559_005,cust_001559,sub_001559,499,upi,bank_decline,1,8,1,0.333,798,0.3229,0.6996
pay_015643_a2,cyc_001559_005,cust_001559,sub_001559,499,upi,bank_decline,2,8,1,0.333,798,0.3229,0.6996
pay_015644_a3,cyc_001559_005,cust_001559,sub_001559,499,upi,bank_decline,3,8,1,0.333,798,0.3229,0.6996
pay_015645_a4,cyc_001559_005,cust_001559,sub_001559,499,upi,bank_decline,4,8,1,0.333,798,0.3229,0.6996
pay_015646_a1,cyc_001559_008,cust_001559,sub_001559,499,upi,bank_decline,1,9,0,0.4,888,0.3229,0.6996
pay_015647_a2,cyc_001559_008,cust_001559,sub_001559,499,upi,bank_decline,2,9,0,0.4,888,0.3229,0.6996
pay_015648_a3,cyc_001559_008,cust_001559,sub_001559,499,upi,bank_decline,3,9,0,0.4,888,0.3229,0.6996
pay_015649_a4,cyc_001559_008,cust_001559,sub_001559,499,upi,bank_decline,4,9,0,0.4,888,0.3229,0.6996
pay_015650_a1,cyc_001559_010,cust_001559,sub_001559,499,upi,network_error,1,10,0,0.412,948,0.3229,0.6996
pay_015651_a2,cyc_001559_010,cust_001559,sub_001559,499,upi,network_error,2,10,0,0.412,948,0.3229,0.6996
pay_015652_a3,cyc_001559_010,cust_001559,sub_001559,499,upi,network_error,3,10,0,0.412,948,0.3229,0.6996
pay_015653_a1,cyc_001559_011,cust_001559,sub_001559,499,upi,insufficient_funds,1,11,1,0.389,978,0.3229,0.6996
pay_015654_a2,cyc_001559_011,cust_001559,sub_001559,499,upi,insufficient_funds,2,11,1,0.389,978,0.3229,0.6996
pay_015655_a3,cyc_001559_011,cust_001559,sub_001559,499,upi,insufficient_funds,3,11,1,0.389,978,0.3229,0.6996
pay_015656_a1,cyc_001559_012,cust_001559,sub_001559,499,upi,network_error,1,12,2,0.368,1008,0.3229,0.6996
pay_015657_a2,cyc_001559_012,cust_001559,sub_001559,499,upi,network_error,2,12,2,0.368,1008,0.3229,0.6996
pay_015658_a3,cyc_001559_012,cust_001559,sub_001559,499,upi,network_error,3,12,2,0.368,1008,0.3229,0.6996
pay_015659_a1,cyc_001560_005,cust_001560,sub_001560,999,netbanking,insufficient_funds,1,0,0,1.0,259,0.2888,0.361
pay_015660_a2,cyc_001560_005,cust_001560,sub_001560,999,netbanking,insufficient_funds,2,0,0,1.0,259,0.2888,0.361
pay_015661_a1,cyc_001560_010,cust_001560,sub_001560,999,netbanking,authentication_failure,1,1,0,0.947,409,0.2888,0.361
pay_015662_a2,cyc_001560_010,cust_001560,sub_001560,999,netbanking,authentication_failure,2,1,0,0.947,409,0.2888,0.361
pay_015663_a3,cyc_001560_010,cust_001560,sub_001560,999,netbanking,authentication_failure,3,1,0,0.947,409,0.2888,0.361
pay_015664_a1,cyc_001561_001,cust_001561,sub_001561,1499,card,bank_decline,1,7,0,0.125,616,0.506,0.362
pay_015665_a1,cyc_001561_002,cust_001561,sub_001561,1499,card,bank_decline,1,8,1,0.111,646,0.506,0.362
pay_015666_a2,cyc_001561_002,cust_001561,sub_001561,1499,card,bank_decline,2,8,1,0.111,646,0.506,0.362
pay_015667_a1,cyc_001561_003,cust_001561,sub_001561,1499,card,network_error,1,9,2,0.1,676,0.506,0.362
pay_015668_a2,cyc_001561_003,cust_001561,sub_001561,1499,card,network_error,2,9,2,0.1,676,0.506,0.362
pay_015669_a3,cyc_001561_003,cust_001561,sub_001561,1499,card,network_error,3,9,2,0.1,676,0.506,0.362
pay_015670_a4,cyc_001561_003,cust_001561,sub_001561,1499,card,network_error,4,9,2,0.1,676,0.506,0.362
pay_015671_a1,cyc_001561_004,cust_001561,sub_001561,1499,card,expired_card,1,10,3,0.091,706,0.506,0.362
pay_015672_a2,cyc_001561_004,cust_001561,sub_001561,1499,card,expired_card,2,10,3,0.091,706,0.506,0.362
pay_015673_a1,cyc_001561_005,cust_001561,sub_001561,1499,card,expired_card,1,11,4,0.083,736,0.506,0.362
pay_015674_a1,cyc_001561_006,cust_001561,sub_001561,1499,card,bank_decline,1,12,5,0.077,766,0.506,0.362
pay_015675_a2,cyc_001561_006,cust_001561,sub_001561,1499,card,bank_decline,2,12,5,0.077,766,0.506,0.362
pay_015676_a1,cyc_001561_007,cust_001561,sub_001561,1499,card,temporary_bank_issue,1,13,6,0.071,796,0.506,0.362
pay_015677_a2,cyc_001561_007,cust_001561,sub_001561,1499,card,temporary_bank_issue,2,13,6,0.071,796,0.506,0.362
pay_015678_a3,cyc_001561_007,cust_001561,sub_001561,1499,card,temporary_bank_issue,3,13,6,0.071,796,0.506,0.362
pay_015679_a1,cyc_001561_008,cust_001561,sub_001561,1499,card,network_error,1,14,7,0.067,826,0.506,0.362
pay_015680_a1,cyc_001561_009,cust_001561,sub_001561,1499,card,authentication_failure,1,15,8,0.062,856,0.506,0.362
pay_015681_a2,cyc_001561_009,cust_001561,sub_001561,1499,card,authentication_failure,2,15,8,0.062,856,0.506,0.362
pay_015682_a1,cyc_001561_010,cust_001561,sub_001561,1499,card,temporary_bank_issue,1,16,9,0.059,886,0.506,0.362
pay_015683_a2,cyc_001561_010,cust_001561,sub_001561,1499,card,temporary_bank_issue,2,16,9,0.059,886,0.506,0.362
pay_015684_a3,cyc_001561_010,cust_001561,sub_001561,1499,card,temporary_bank_issue,3,16,9,0.059,886,0.506,0.362
pay_015685_a4,cyc_001561_010,cust_001561,sub_001561,1499,card,temporary_bank_issue,4,16,9,0.059,886,0.506,0.362
pay_015686_a1,cyc_001561_011,cust_001561,sub_001561,1499,card,network_error,1,17,10,0.056,916,0.506,0.362
pay_015687_a2,cyc_001561_011,cust_001561,sub_001561,1499,card,network_error,2,17,10,0.056,916,0.506,0.362
pay_015688_a1,cyc_001561_012,cust_001561,sub_001561,1499,card,authentication_failure,1,18,11,0.053,946,0.506,0.362
pay_015689_a1,cyc_001562_005,cust_001562,sub_001562,999,netbanking,authentication_failure,1,0,0,1.0,496,0.5049,0.408
pay_015690_a2,cyc_001562_005,cust_001562,sub_001562,999,netbanking,authentication_failure,2,0,0,1.0,496,0.5049,0.408
pay_015691_a1,cyc_001562_006,cust_001562,sub_001562,999,netbanking,expired_card,1,1,1,0.923,526,0.5049,0.408
pay_015692_a2,cyc_001562_006,cust_001562,sub_001562,999,netbanking,expired_card,2,1,1,0.923,526,0.5049,0.408
pay_015693_a1,cyc_001562_007,cust_001562,sub_001562,999,netbanking,bank_decline,1,2,2,0.857,556,0.5049,0.408
pay_015694_a1,cyc_001562_009,cust_001562,sub_001562,999,netbanking,insufficient_funds,1,3,0,0.812,616,0.5049,0.408
pay_015695_a2,cyc_001562_009,cust_001562,sub_001562,999,netbanking,insufficient_funds,2,3,0,0.812,616,0.5049,0.408
pay_015696_a1,cyc_001562_011,cust_001562,sub_001562,999,netbanking,expired_card,1,4,0,0.778,676,0.5049,0.408
pay_015697_a2,cyc_001562_011,cust_001562,sub_001562,999,netbanking,expired_card,2,4,0,0.778,676,0.5049,0.408
pay_015698_a3,cyc_001562_011,cust_001562,sub_001562,999,netbanking,expired_card,3,4,0,0.778,676,0.5049,0.408
pay_015699_a4,cyc_001562_011,cust_001562,sub_001562,999,netbanking,expired_card,4,4,0,0.778,676,0.5049,0.408
pay_015700_a1,cyc_001563_001,cust_001563,sub_001563,999,card,authentication_failure,1,3,0,0.625,661,0.3321,0.7348
pay_015701_a1,cyc_001563_005,cust_001563,sub_001563,999,card,insufficient_funds,1,4,0,0.667,781,0.3321,0.7348
pay_015702_a1,cyc_001563_006,cust_001563,sub_001563,999,card,insufficient_funds,1,5,1,0.615,811,0.3321,0.7348
pay_015703_a1,cyc_001563_009,cust_001563,sub_001563,999,card,authentication_failure,1,6,0,0.625,901,0.3321,0.7348
pay_015704_a2,cyc_001563_009,cust_001563,sub_001563,999,card,authentication_failure,2,6,0,0.625,901,0.3321,0.7348
pay_015705_a3,cyc_001563_009,cust_001563,sub_001563,999,card,authentication_failure,3,6,0,0.625,901,0.3321,0.7348
pay_015706_a4,cyc_001563_009,cust_001563,sub_001563,999,card,authentication_failure,4,6,0,0.625,901,0.3321,0.7348
pay_015707_a1,cyc_001563_010,cust_001563,sub_001563,999,card,expired_card,1,7,1,0.588,931,0.3321,0.7348
pay_015708_a1,cyc_001564_001,cust_001564,sub_001564,999,upi,bank_decline,1,5,0,0.167,525,0.3366,0.6232
pay_015709_a2,cyc_001564_001,cust_001564,sub_001564,999,upi,bank_decline,2,5,0,0.167,525,0.3366,0.6232
pay_015710_a1,cyc_001564_002,cust_001564,sub_001564,999,upi,bank_decline,1,6,1,0.143,555,0.3366,0.6232
pay_015711_a1,cyc_001564_003,cust_001564,sub_001564,999,upi,expired_card,1,7,2,0.125,585,0.3366,0.6232
pay_015712_a1,cyc_001564_004,cust_001564,sub_001564,999,upi,insufficient_funds,1,8,3,0.111,615,0.3366,0.6232
pay_015713_a2,cyc_001564_004,cust_001564,sub_001564,999,upi,insufficient_funds,2,8,3,0.111,615,0.3366,0.6232
pay_015714_a1,cyc_001564_005,cust_001564,sub_001564,999,upi,authentication_failure,1,9,4,0.1,645,0.3366,0.6232
pay_015715_a2,cyc_001564_005,cust_001564,sub_001564,999,upi,authentication_failure,2,9,4,0.1,645,0.3366,0.6232
pay_015716_a1,cyc_001564_006,cust_001564,sub_001564,999,upi,insufficient_funds,1,10,5,0.091,675,0.3366,0.6232
pay_015717_a1,cyc_001564_007,cust_001564,sub_001564,999,upi,bank_decline,1,11,6,0.083,705,0.3366,0.6232
pay_015718_a1,cyc_001564_008,cust_001564,sub_001564,999,upi,network_error,1,12,7,0.077,735,0.3366,0.6232
pay_015719_a2,cyc_001564_008,cust_001564,sub_001564,999,upi,network_error,2,12,7,0.077,735,0.3366,0.6232
pay_015720_a3,cyc_001564_008,cust_001564,sub_001564,999,upi,network_error,3,12,7,0.077,735,0.3366,0.6232
pay_015721_a1,cyc_001564_009,cust_001564,sub_001564,999,upi,expired_card,1,13,8,0.071,765,0.3366,0.6232
pay_015722_a1,cyc_001564_010,cust_001564,sub_001564,999,upi,insufficient_funds,1,14,9,0.067,795,0.3366,0.6232
pay_015723_a1,cyc_001564_011,cust_001564,sub_001564,999,upi,authentication_failure,1,15,10,0.062,825,0.3366,0.6232
pay_015724_a2,cyc_001564_011,cust_001564,sub_001564,999,upi,authentication_failure,2,15,10,0.062,825,0.3366,0.6232
pay_015725_a3,cyc_001564_011,cust_001564,sub_001564,999,upi,authentication_failure,3,15,10,0.062,825,0.3366,0.6232
pay_015726_a1,cyc_001564_012,cust_001564,sub_001564,999,upi,insufficient_funds,1,16,11,0.059,855,0.3366,0.6232
pay_015727_a1,cyc_001565_002,cust_001565,sub_001565,4999,upi,bank_decline,1,3,0,0.571,793,0.3433,0.4779
pay_015728_a1,cyc_001565_003,cust_001565,sub_001565,4999,upi,network_error,1,4,1,0.5,823,0.3433,0.4779
pay_015729_a2,cyc_001565_003,cust_001565,sub_001565,4999,upi,network_error,2,4,1,0.5,823,0.3433,0.4779
pay_015730_a3,cyc_001565_003,cust_001565,sub_001565,4999,upi,network_error,3,4,1,0.5,823,0.3433,0.4779
pay_015731_a1,cyc_001565_004,cust_001565,sub_001565,4999,upi,authentication_failure,1,5,2,0.444,853,0.3433,0.4779
pay_015732_a2,cyc_001565_004,cust_001565,sub_001565,4999,upi,authentication_failure,2,5,2,0.444,853,0.3433,0.4779
pay_015733_a3,cyc_001565_004,cust_001565,sub_001565,4999,upi,authentication_failure,3,5,2,0.444,853,0.3433,0.4779
pay_015734_a1,cyc_001565_005,cust_001565,sub_001565,4999,upi,network_error,1,6,3,0.4,883,0.3433,0.4779
pay_015735_a2,cyc_001565_005,cust_001565,sub_001565,4999,upi,network_error,2,6,3,0.4,883,0.3433,0.4779
pay_015736_a3,cyc_001565_005,cust_001565,sub_001565,4999,upi,network_error,3,6,3,0.4,883,0.3433,0.4779
pay_015737_a1,cyc_001565_007,cust_001565,sub_001565,4999,upi,insufficient_funds,1,7,0,0.417,943,0.3433,0.4779
pay_015738_a2,cyc_001565_007,cust_001565,sub_001565,4999,upi,insufficient_funds,2,7,0,0.417,943,0.3433,0.4779
pay_015739_a3,cyc_001565_007,cust_001565,sub_001565,4999,upi,insufficient_funds,3,7,0,0.417,943,0.3433,0.4779
pay_015740_a4,cyc_001565_007,cust_001565,sub_001565,4999,upi,insufficient_funds,4,7,0,0.417,943,0.3433,0.4779
pay_015741_a1,cyc_001565_008,cust_001565,sub_001565,4999,upi,insufficient_funds,1,8,1,0.385,973,0.3433,0.4779
pay_015742_a2,cyc_001565_008,cust_001565,sub_001565,4999,upi,insufficient_funds,2,8,1,0.385,973,0.3433,0.4779
pay_015743_a1,cyc_001565_009,cust_001565,sub_001565,4999,upi,bank_decline,1,9,2,0.357,1003,0.3433,0.4779
pay_015744_a2,cyc_001565_009,cust_001565,sub_001565,4999,upi,bank_decline,2,9,2,0.357,1003,0.3433,0.4779
pay_015745_a3,cyc_001565_009,cust_001565,sub_001565,4999,upi,bank_decline,3,9,2,0.357,1003,0.3433,0.4779
pay_015746_a4,cyc_001565_009,cust_001565,sub_001565,4999,upi,bank_decline,4,9,2,0.357,1003,0.3433,0.4779
pay_015747_a1,cyc_001565_010,cust_001565,sub_001565,4999,upi,authentication_failure,1,10,3,0.333,1033,0.3433,0.4779
pay_015748_a1,cyc_001565_012,cust_001565,sub_001565,4999,upi,temporary_bank_issue,1,11,0,0.353,1093,0.3433,0.4779
pay_015749_a2,cyc_001565_012,cust_001565,sub_001565,4999,upi,temporary_bank_issue,2,11,0,0.353,1093,0.3433,0.4779
pay_015750_a3,cyc_001565_012,cust_001565,sub_001565,4999,upi,temporary_bank_issue,3,11,0,0.353,1093,0.3433,0.4779
pay_015751_a4,cyc_001565_012,cust_001565,sub_001565,4999,upi,temporary_bank_issue,4,11,0,0.353,1093,0.3433,0.4779
pay_015752_a1,cyc_001566_001,cust_001566,sub_001566,2999,card,network_error,1,4,0,0.333,478,0.4938,0.5198
pay_015753_a1,cyc_001566_002,cust_001566,sub_001566,2999,card,temporary_bank_issue,1,5,1,0.286,508,0.4938,0.5198
pay_015754_a1,cyc_001566_003,cust_001566,sub_001566,2999,card,insufficient_funds,1,6,2,0.25,538,0.4938,0.5198
pay_015755_a1,cyc_001566_004,cust_001566,sub_001566,2999,card,expired_card,1,7,3,0.222,568,0.4938,0.5198
pay_015756_a1,cyc_001566_005,cust_001566,sub_001566,2999,card,bank_decline,1,8,4,0.2,598,0.4938,0.5198
pay_015757_a2,cyc_001566_005,cust_001566,sub_001566,2999,card,bank_decline,2,8,4,0.2,598,0.4938,0.5198
pay_015758_a3,cyc_001566_005,cust_001566,sub_001566,2999,card,bank_decline,3,8,4,0.2,598,0.4938,0.5198
pay_015759_a4,cyc_001566_005,cust_001566,sub_001566,2999,card,bank_decline,4,8,4,0.2,598,0.4938,0.5198
pay_015760_a1,cyc_001566_006,cust_001566,sub_001566,2999,card,temporary_bank_issue,1,9,5,0.182,628,0.4938,0.5198
pay_015761_a2,cyc_001566_006,cust_001566,sub_001566,2999,card,temporary_bank_issue,2,9,5,0.182,628,0.4938,0.5198
pay_015762_a1,cyc_001566_007,cust_001566,sub_001566,2999,card,insufficient_funds,1,10,6,0.167,658,0.4938,0.5198
pay_015763_a2,cyc_001566_007,cust_001566,sub_001566,2999,card,insufficient_funds,2,10,6,0.167,658,0.4938,0.5198
pay_015764_a1,cyc_001566_008,cust_001566,sub_001566,2999,card,temporary_bank_issue,1,11,7,0.154,688,0.4938,0.5198
pay_015765_a2,cyc_001566_008,cust_001566,sub_001566,2999,card,temporary_bank_issue,2,11,7,0.154,688,0.4938,0.5198
pay_015766_a1,cyc_001566_009,cust_001566,sub_001566,2999,card,bank_decline,1,12,8,0.143,718,0.4938,0.5198
pay_015767_a1,cyc_001566_012,cust_001566,sub_001566,2999,card,authentication_failure,1,13,0,0.235,808,0.4938,0.5198
pay_015768_a2,cyc_001566_012,cust_001566,sub_001566,2999,card,authentication_failure,2,13,0,0.235,808,0.4938,0.5198
pay_015769_a3,cyc_001566_012,cust_001566,sub_001566,2999,card,authentication_failure,3,13,0,0.235,808,0.4938,0.5198
pay_015770_a1,cyc_001567_001,cust_001567,sub_001567,1499,upi,insufficient_funds,1,5,0,0.286,174,0.1088,0.6959
pay_015771_a1,cyc_001567_002,cust_001567,sub_001567,1499,upi,network_error,1,6,1,0.25,204,0.1088,0.6959
pay_015772_a2,cyc_001567_002,cust_001567,sub_001567,1499,upi,network_error,2,6,1,0.25,204,0.1088,0.6959
pay_015773_a3,cyc_001567_002,cust_001567,sub_001567,1499,upi,network_error,3,6,1,0.25,204,0.1088,0.6959
pay_015774_a1,cyc_001567_003,cust_001567,sub_001567,1499,upi,temporary_bank_issue,1,7,2,0.222,234,0.1088,0.6959
pay_015775_a1,cyc_001567_004,cust_001567,sub_001567,1499,upi,network_error,1,8,3,0.2,264,0.1088,0.6959
pay_015776_a1,cyc_001567_005,cust_001567,sub_001567,1499,upi,temporary_bank_issue,1,9,4,0.182,294,0.1088,0.6959
pay_015777_a2,cyc_001567_005,cust_001567,sub_001567,1499,upi,temporary_bank_issue,2,9,4,0.182,294,0.1088,0.6959
pay_015778_a3,cyc_001567_005,cust_001567,sub_001567,1499,upi,temporary_bank_issue,3,9,4,0.182,294,0.1088,0.6959
pay_015779_a1,cyc_001567_006,cust_001567,sub_001567,1499,upi,expired_card,1,10,5,0.167,324,0.1088,0.6959
pay_015780_a2,cyc_001567_006,cust_001567,sub_001567,1499,upi,expired_card,2,10,5,0.167,324,0.1088,0.6959
pay_015781_a3,cyc_001567_006,cust_001567,sub_001567,1499,upi,expired_card,3,10,5,0.167,324,0.1088,0.6959
pay_015782_a1,cyc_001567_007,cust_001567,sub_001567,1499,upi,bank_decline,1,11,6,0.154,354,0.1088,0.6959
pay_015783_a1,cyc_001567_009,cust_001567,sub_001567,1499,upi,bank_decline,1,12,0,0.2,414,0.1088,0.6959
pay_015784_a1,cyc_001567_010,cust_001567,sub_001567,1499,upi,temporary_bank_issue,1,13,1,0.188,444,0.1088,0.6959
pay_015785_a1,cyc_001567_011,cust_001567,sub_001567,1499,upi,insufficient_funds,1,14,2,0.176,474,0.1088,0.6959
pay_015786_a1,cyc_001568_001,cust_001568,sub_001568,999,upi,network_error,1,0,0,1.0,602,0.378,0.3866
pay_015787_a2,cyc_001568_001,cust_001568,sub_001568,999,upi,network_error,2,0,0,1.0,602,0.378,0.3866
pay_015788_a3,cyc_001568_001,cust_001568,sub_001568,999,upi,network_error,3,0,0,1.0,602,0.378,0.3866
pay_015789_a4,cyc_001568_001,cust_001568,sub_001568,999,upi,network_error,4,0,0,1.0,602,0.378,0.3866
pay_015790_a1,cyc_001568_003,cust_001568,sub_001568,999,upi,network_error,1,1,0,0.917,662,0.378,0.3866
pay_015791_a2,cyc_001568_003,cust_001568,sub_001568,999,upi,network_error,2,1,0,0.917,662,0.378,0.3866
pay_015792_a3,cyc_001568_003,cust_001568,sub_001568,999,upi,network_error,3,1,0,0.917,662,0.378,0.3866
pay_015793_a4,cyc_001568_003,cust_001568,sub_001568,999,upi,network_error,4,1,0,0.917,662,0.378,0.3866
pay_015794_a1,cyc_001568_005,cust_001568,sub_001568,999,upi,network_error,1,2,0,0.857,722,0.378,0.3866
pay_015795_a1,cyc_001568_007,cust_001568,sub_001568,999,upi,insufficient_funds,1,3,0,0.812,782,0.378,0.3866
pay_015796_a2,cyc_001568_007,cust_001568,sub_001568,999,upi,insufficient_funds,2,3,0,0.812,782,0.378,0.3866
pay_015797_a1,cyc_001568_008,cust_001568,sub_001568,999,upi,bank_decline,1,4,1,0.765,812,0.378,0.3866
pay_015798_a1,cyc_001568_012,cust_001568,sub_001568,999,upi,authentication_failure,1,5,0,0.762,932,0.378,0.3866
pay_015799_a2,cyc_001568_012,cust_001568,sub_001568,999,upi,authentication_failure,2,5,0,0.762,932,0.378,0.3866
pay_015800_a3,cyc_001568_012,cust_001568,sub_001568,999,upi,authentication_failure,3,5,0,0.762,932,0.378,0.3866
pay_015801_a4,cyc_001568_012,cust_001568,sub_001568,999,upi,authentication_failure,4,5,0,0.762,932,0.378,0.3866
pay_015802_a1,cyc_001569_001,cust_001569,sub_001569,9999,netbanking,expired_card,1,3,0,0.571,375,0.597,0.4822
pay_015803_a2,cyc_001569_001,cust_001569,sub_001569,9999,netbanking,expired_card,2,3,0,0.571,375,0.597,0.4822
pay_015804_a3,cyc_001569_001,cust_001569,sub_001569,9999,netbanking,expired_card,3,3,0,0.571,375,0.597,0.4822
pay_015805_a1,cyc_001569_003,cust_001569,sub_001569,9999,netbanking,insufficient_funds,1,4,0,0.556,435,0.597,0.4822
pay_015806_a1,cyc_001569_011,cust_001569,sub_001569,9999,netbanking,temporary_bank_issue,1,5,0,0.706,675,0.597,0.4822
pay_015807_a1,cyc_001570_007,cust_001570,sub_001570,2999,card,network_error,1,0,0,1.0,849,0.3864,0.3701
pay_015808_a2,cyc_001570_007,cust_001570,sub_001570,2999,card,network_error,2,0,0,1.0,849,0.3864,0.3701
pay_015809_a1,cyc_001570_011,cust_001570,sub_001570,2999,card,network_error,1,1,0,0.944,969,0.3864,0.3701
pay_015810_a2,cyc_001570_011,cust_001570,sub_001570,2999,card,network_error,2,1,0,0.944,969,0.3864,0.3701
pay_015811_a3,cyc_001570_011,cust_001570,sub_001570,2999,card,network_error,3,1,0,0.944,969,0.3864,0.3701
pay_015812_a4,cyc_001570_011,cust_001570,sub_001570,2999,card,network_error,4,1,0,0.944,969,0.3864,0.3701
pay_015813_a1,cyc_001571_001,cust_001571,sub_001571,1499,upi,insufficient_funds,1,7,0,0.125,448,0.0345,0.474
pay_015814_a2,cyc_001571_001,cust_001571,sub_001571,1499,upi,insufficient_funds,2,7,0,0.125,448,0.0345,0.474
pay_015815_a3,cyc_001571_001,cust_001571,sub_001571,1499,upi,insufficient_funds,3,7,0,0.125,448,0.0345,0.474
pay_015816_a4,cyc_001571_001,cust_001571,sub_001571,1499,upi,insufficient_funds,4,7,0,0.125,448,0.0345,0.474
pay_015817_a1,cyc_001571_002,cust_001571,sub_001571,1499,upi,authentication_failure,1,8,1,0.111,478,0.0345,0.474
pay_015818_a2,cyc_001571_002,cust_001571,sub_001571,1499,upi,authentication_failure,2,8,1,0.111,478,0.0345,0.474
pay_015819_a1,cyc_001571_004,cust_001571,sub_001571,1499,upi,expired_card,1,9,0,0.182,538,0.0345,0.474
pay_015820_a1,cyc_001571_005,cust_001571,sub_001571,1499,upi,expired_card,1,10,1,0.167,568,0.0345,0.474
pay_015821_a1,cyc_001571_006,cust_001571,sub_001571,1499,upi,temporary_bank_issue,1,11,2,0.154,598,0.0345,0.474
pay_015822_a1,cyc_001571_007,cust_001571,sub_001571,1499,upi,temporary_bank_issue,1,12,3,0.143,628,0.0345,0.474
pay_015823_a2,cyc_001571_007,cust_001571,sub_001571,1499,upi,temporary_bank_issue,2,12,3,0.143,628,0.0345,0.474
pay_015824_a1,cyc_001571_008,cust_001571,sub_001571,1499,upi,temporary_bank_issue,1,13,4,0.133,658,0.0345,0.474
pay_015825_a2,cyc_001571_008,cust_001571,sub_001571,1499,upi,temporary_bank_issue,2,13,4,0.133,658,0.0345,0.474
pay_015826_a1,cyc_001571_009,cust_001571,sub_001571,1499,upi,authentication_failure,1,14,5,0.125,688,0.0345,0.474
pay_015827_a2,cyc_001571_009,cust_001571,sub_001571,1499,upi,authentication_failure,2,14,5,0.125,688,0.0345,0.474
pay_015828_a1,cyc_001571_010,cust_001571,sub_001571,1499,upi,network_error,1,15,6,0.118,718,0.0345,0.474
pay_015829_a1,cyc_001571_011,cust_001571,sub_001571,1499,upi,expired_card,1,16,7,0.111,748,0.0345,0.474
