payment_id,amount,attempt_number,dynamic_success_rate,cumulative_failures,consecutive_failed_cycles,notification_engagement_score,contact_response_score,payment_method,failure_reason,assigned_T,realized_Y
pay_018547_a2,499,2,0.545,5,2,0.6375,0.5696,card,bank_decline,WAIT,0
pay_018548_a3,499,3,0.545,5,2,0.6375,0.5696,card,bank_decline,RETRY,0
pay_018549_a1,499,1,0.5,6,3,0.6375,0.5696,card,bank_decline,ESCALATE,0
pay_018550_a2,499,2,0.5,6,3,0.6375,0.5696,card,bank_decline,WAIT,0
pay_018551_a1,499,1,0.462,7,4,0.6375,0.5696,card,authentication_failure,RETRY_NUDGE,1
pay_018552_a1,499,1,0.529,8,0,0.6375,0.5696,card,authentication_failure,RETRY,0
pay_018553_a2,499,2,0.529,8,0,0.6375,0.5696,card,authentication_failure,WAIT,0
pay_018554_a1,499,1,0.5,9,1,0.6375,0.5696,card,temporary_bank_issue,ESCALATE,0
pay_018555_a2,499,2,0.5,9,1,0.6375,0.5696,card,temporary_bank_issue,RETRY,0
pay_018556_a3,499,3,0.5,9,1,0.6375,0.5696,card,temporary_bank_issue,WAIT,0
pay_018557_a1,499,1,0.474,10,2,0.6375,0.5696,card,network_error,RETRY_NUDGE,0
pay_018558_a2,499,2,0.474,10,2,0.6375,0.5696,card,network_error,RETRY,1
pay_018559_a3,499,3,0.474,10,2,0.6375,0.5696,card,network_error,RETRY_NUDGE,0
pay_018560_a1,999,1,0.778,2,0,1.0,0.6284,card,insufficient_funds,RETRY,0
pay_018561_a2,999,2,0.778,2,0,1.0,0.6284,card,insufficient_funds,RETRY,0
pay_018562_a1,999,1,0.727,3,0,1.0,0.6284,card,insufficient_funds,RETRY_NUDGE,0
pay_018563_a2,999,2,0.727,3,0,1.0,0.6284,card,insufficient_funds,RETRY,1
pay_018564_a3,999,3,0.727,3,0,1.0,0.6284,card,insufficient_funds,RETRY_NUDGE,0
pay_018565_a4,999,4,0.727,3,0,1.0,0.6284,card,insufficient_funds,RETRY,1
pay_018566_a1,999,1,0.667,4,1,1.0,0.6284,card,authentication_failure,ESCALATE,1
pay_018567_a1,999,1,0.615,5,2,1.0,0.6284,card,bank_decline,WAIT,0
pay_018568_a1,999,1,0.6,6,0,1.0,0.6284,card,network_error,WAIT,0
pay_018569_a2,999,2,0.6,6,0,1.0,0.6284,card,network_error,RETRY,1
pay_018570_a3,999,3,0.6,6,0,1.0,0.6284,card,network_error,WAIT,0
pay_018571_a1,999,1,0.125,7,0,0.8909,0.2242,card,insufficient_funds,RETRY,0
pay_018572_a2,999,2,0.125,7,0,0.8909,0.2242,card,insufficient_funds,ESCALATE,0
pay_018573_a1,999,1,0.111,8,1,0.8909,0.2242,card,network_error,RETRY_NUDGE,0
pay_018574_a1,999,1,0.182,9,0,0.8909,0.2242,card,temporary_bank_issue,RETRY,0
pay_018575_a2,999,2,0.182,9,0,0.8909,0.2242,card,temporary_bank_issue,ESCALATE,0
pay_018576_a1,999,1,0.167,10,1,0.8909,0.2242,card,bank_decline,RETRY_NUDGE,0
pay_018577_a1,999,1,0.154,11,2,0.8909,0.2242,card,temporary_bank_issue,ESCALATE,0
pay_018578_a1,999,1,0.2,12,0,0.8909,0.2242,card,insufficient_funds,RETRY,0
pay_018579_a2,999,2,0.2,12,0,0.8909,0.2242,card,insufficient_funds,WAIT,0
pay_018580_a1,999,1,0.235,13,0,0.8909,0.2242,card,authentication_failure,RETRY,0
pay_018581_a2,999,2,0.235,13,0,0.8909,0.2242,card,authentication_failure,RETRY_NUDGE,0
pay_018582_a1,999,1,0.222,14,1,0.8909,0.2242,card,expired_card,RETRY,0
pay_018583_a1,999,1,0.211,15,2,0.8909,0.2242,card,bank_decline,RETRY_NUDGE,0
pay_018584_a1,799,1,0.667,2,0,0.9648,0.6688,upi,authentication_failure,RETRY_NUDGE,1
pay_018585_a2,799,2,0.667,2,0,0.9648,0.6688,upi,authentication_failure,RETRY_NUDGE,1
pay_018586_a3,799,3,0.667,2,0,0.9648,0.6688,upi,authentication_failure,ESCALATE,0
pay_018587_a4,799,4,0.667,2,0,0.9648,0.6688,upi,authentication_failure,WAIT,0
pay_018588_a1,799,1,0.571,3,1,0.9648,0.6688,upi,insufficient_funds,ESCALATE,0
pay_018589_a2,799,2,0.571,3,1,0.9648,0.6688,upi,insufficient_funds,WAIT,0
pay_018590_a1,799,1,0.5,4,2,0.9648,0.6688,upi,insufficient_funds,RETRY,0
pay_018591_a2,799,2,0.5,4,2,0.9648,0.6688,upi,insufficient_funds,ESCALATE,0
pay_018592_a3,799,3,0.5,4,2,0.9648,0.6688,upi,insufficient_funds,WAIT,0
pay_018593_a4,799,4,0.5,4,2,0.9648,0.6688,upi,insufficient_funds,ESCALATE,0
pay_018594_a1,799,1,0.444,5,3,0.9648,0.6688,upi,bank_decline,RETRY_NUDGE,1
pay_018595_a2,799,2,0.444,5,3,0.9648,0.6688,upi,bank_decline,WAIT,0
pay_018596_a1,799,1,0.4,6,4,0.9648,0.6688,upi,expired_card,RETRY_NUDGE,1
pay_018597_a1,799,1,0.417,7,0,0.9648,0.6688,upi,authentication_failure,RETRY_NUDGE,0
pay_018598_a2,799,2,0.417,7,0,0.9648,0.6688,upi,authentication_failure,RETRY,1
pay_018599_a1,799,1,0.467,8,0,0.9648,0.6688,upi,bank_decline,RETRY,1
pay_018600_a2,799,2,0.467,8,0,0.9648,0.6688,upi,bank_decline,RETRY_NUDGE,1
pay_018601_a3,799,3,0.467,8,0,0.9648,0.6688,upi,bank_decline,RETRY_NUDGE,0
pay_018602_a1,499,1,0.818,2,0,0.7768,0.3481,card,insufficient_funds,WAIT,0
pay_018603_a1,499,1,0.75,3,1,0.7768,0.3481,card,bank_decline,RETRY_NUDGE,1
pay_018604_a1,499,1,0.733,4,0,0.7768,0.3481,card,insufficient_funds,ESCALATE,0
pay_018605_a1,499,1,0.688,5,1,0.7768,0.3481,card,network_error,WAIT,0
pay_018606_a2,499,2,0.688,5,1,0.7768,0.3481,card,network_error,RETRY,0
pay_018607_a1,999,1,0.7,3,0,0.5386,0.7529,card,network_error,WAIT,0
pay_018608_a1,999,1,0.667,4,0,0.5386,0.7529,card,insufficient_funds,WAIT,0
pay_018609_a1,999,1,0.688,5,0,0.5386,0.7529,card,insufficient_funds,WAIT,0
pay_018610_a1,999,1,0.684,6,0,0.5386,0.7529,card,expired_card,RETRY_NUDGE,1
pay_018611_a2,999,2,0.684,6,0,0.5386,0.7529,card,expired_card,WAIT,0
pay_018612_a1,999,1,0.65,7,1,0.5386,0.7529,card,network_error,RETRY_NUDGE,1
pay_018613_a1,499,1,1.0,0,0,0.8623,0.821,card,expired_card,RETRY,0
pay_018614_a2,499,2,1.0,0,0,0.8623,0.821,card,expired_card,RETRY_NUDGE,1
pay_018615_a1,499,1,0.941,1,0,0.8623,0.821,card,network_error,ESCALATE,1
pay_018616_a1,499,1,0.889,2,1,0.8623,0.821,card,bank_decline,RETRY_NUDGE,1
pay_018617_a2,499,2,0.889,2,1,0.8623,0.821,card,bank_decline,ESCALATE,1
pay_018618_a1,999,1,0.364,7,0,1.0,0.885,card,network_error,ESCALATE,0
pay_018619_a2,999,2,0.364,7,0,1.0,0.885,card,network_error,WAIT,0
pay_018620_a3,999,3,0.364,7,0,1.0,0.885,card,network_error,RETRY,1
pay_018621_a4,999,4,0.364,7,0,1.0,0.885,card,network_error,WAIT,0
pay_018622_a1,999,1,0.333,8,1,1.0,0.885,card,bank_decline,WAIT,1
pay_018623_a1,999,1,0.308,9,2,1.0,0.885,card,insufficient_funds,RETRY,0
pay_018624_a2,999,2,0.308,9,2,1.0,0.885,card,insufficient_funds,RETRY,1
pay_018625_a3,999,3,0.308,9,2,1.0,0.885,card,insufficient_funds,RETRY,0
pay_018626_a4,999,4,0.308,9,2,1.0,0.885,card,insufficient_funds,RETRY,0
pay_018627_a1,999,1,0.333,10,0,1.0,0.885,card,bank_decline,ESCALATE,0
pay_018628_a1,999,1,0.312,11,1,1.0,0.885,card,network_error,RETRY_NUDGE,0
pay_018629_a2,999,2,0.312,11,1,1.0,0.885,card,network_error,ESCALATE,0
pay_018630_a1,999,1,0.294,12,2,1.0,0.885,card,authentication_failure,RETRY_NUDGE,1
pay_018631_a2,999,2,0.294,12,2,1.0,0.885,card,authentication_failure,RETRY,0
pay_018632_a3,999,3,0.294,12,2,1.0,0.885,card,authentication_failure,WAIT,0
pay_018633_a4,999,4,0.294,12,2,1.0,0.885,card,authentication_failure,RETRY_NUDGE,1
pay_018634_a1,999,1,0.278,13,3,1.0,0.885,card,bank_decline,ESCALATE,0
pay_018635_a1,999,1,0.263,14,4,1.0,0.885,card,authentication_failure,WAIT,0
pay_018636_a2,999,2,0.263,14,4,1.0,0.885,card,authentication_failure,WAIT,0
pay_018637_a1,999,1,0.25,15,5,1.0,0.885,card,expired_card,RETRY,0
pay_018638_a2,999,2,0.25,15,5,1.0,0.885,card,expired_card,RETRY,0
pay_018639_a3,999,3,0.25,15,5,1.0,0.885,card,expired_card,WAIT,0
pay_018640_a1,999,1,0.238,16,6,1.0,0.885,card,authentication_failure,ESCALATE,0
pay_018641_a2,999,2,0.238,16,6,1.0,0.885,card,authentication_failure,WAIT,0
pay_018642_a1,1999,1,0.625,3,0,0.5248,0.6242,card,insufficient_funds,ESCALATE,0
pay_018643_a1,1999,1,0.733,4,0,0.5248,0.6242,card,authentication_failure,ESCALATE,0
pay_018644_a2,1999,2,0.733,4,0,0.5248,0.6242,card,authentication_failure,RETRY_NUDGE,0
pay_018645_a1,1999,1,0.688,5,1,0.5248,0.6242,card,temporary_bank_issue,ESCALATE,0
pay_018646_a2,1999,2,0.688,5,1,0.5248,0.6242,card,temporary_bank_issue,ESCALATE,0
pay_018647_a3,1999,3,0.688,5,1,0.5248,0.6242,card,temporary_bank_issue,WAIT,1
pay_018648_a1,1999,1,0.684,6,0,0.5248,0.6242,card,insufficient_funds,RETRY_NUDGE,0
pay_018649_a2,1999,2,0.684,6,0,0.5248,0.6242,card,insufficient_funds,RETRY,0
pay_018650_a1,999,1,0.692,4,0,0.6698,0.3157,card,network_error,RETRY_NUDGE,0
pay_018651_a1,999,1,0.667,5,0,0.6698,0.3157,card,authentication_failure,RETRY_NUDGE,0
pay_018652_a1,999,1,0.714,6,0,0.6698,0.3157,card,bank_decline,RETRY_NUDGE,0
pay_018653_a1,4999,1,0.455,6,0,0.6367,0.1464,wallet,insufficient_funds,RETRY_NUDGE,0
pay_018654_a1,4999,1,0.5,7,0,0.6367,0.1464,wallet,network_error,ESCALATE,0
pay_018655_a2,4999,2,0.5,7,0,0.6367,0.1464,wallet,network_error,WAIT,0
pay_018656_a3,4999,3,0.5,7,0,0.6367,0.1464,wallet,network_error,RETRY_NUDGE,0
pay_018657_a4,4999,4,0.5,7,0,0.6367,0.1464,wallet,network_error,RETRY,0
pay_018658_a1,4999,1,0.467,8,1,0.6367,0.1464,wallet,network_error,RETRY_NUDGE,1
pay_018659_a2,4999,2,0.467,8,1,0.6367,0.1464,wallet,network_error,RETRY_NUDGE,1
pay_018660_a3,4999,3,0.467,8,1,0.6367,0.1464,wallet,network_error,RETRY_NUDGE,1
pay_018661_a1,4999,1,0.471,9,0,0.6367,0.1464,wallet,network_error,RETRY_NUDGE,0
pay_018662_a2,4999,2,0.471,9,0,0.6367,0.1464,wallet,network_error,RETRY,0
pay_018663_a3,4999,3,0.471,9,0,0.6367,0.1464,wallet,network_error,ESCALATE,0
pay_018664_a4,4999,4,0.471,9,0,0.6367,0.1464,wallet,network_error,RETRY,0
pay_018665_a1,4999,1,0.444,10,1,0.6367,0.1464,wallet,insufficient_funds,RETRY_NUDGE,1
pay_018666_a2,4999,2,0.444,10,1,0.6367,0.1464,wallet,insufficient_funds,ESCALATE,0
pay_018667_a3,4999,3,0.444,10,1,0.6367,0.1464,wallet,insufficient_funds,WAIT,0
pay_018668_a1,4999,1,0.421,11,2,0.6367,0.1464,wallet,insufficient_funds,RETRY_NUDGE,0
pay_018669_a1,4999,1,0.429,12,0,0.6367,0.1464,wallet,network_error,ESCALATE,0
pay_018670_a1,4999,1,0.409,13,1,0.6367,0.1464,wallet,network_error,ESCALATE,0
pay_018671_a2,4999,2,0.409,13,1,0.6367,0.1464,wallet,network_error,WAIT,0
pay_018672_a1,9999,1,0.5,5,0,0.4565,0.9013,upi,bank_decline,RETRY,0
pay_018673_a2,9999,2,0.5,5,0,0.4565,0.9013,upi,bank_decline,RETRY_NUDGE,1
pay_018674_a1,9999,1,0.455,6,1,0.4565,0.9013,upi,insufficient_funds,ESCALATE,1
pay_018675_a2,9999,2,0.455,6,1,0.4565,0.9013,upi,insufficient_funds,ESCALATE,0
pay_018676_a1,9999,1,0.5,7,0,0.4565,0.9013,upi,bank_decline,WAIT,0
pay_018677_a2,9999,2,0.5,7,0,0.4565,0.9013,upi,bank_decline,WAIT,0
pay_018678_a3,9999,3,0.5,7,0,0.4565,0.9013,upi,bank_decline,WAIT,0
pay_018679_a1,9999,1,0.5,8,0,0.4565,0.9013,upi,bank_decline,ESCALATE,0
pay_018680_a1,9999,1,0.5,9,0,0.4565,0.9013,upi,network_error,RETRY_NUDGE,1
pay_018681_a2,9999,2,0.5,9,0,0.4565,0.9013,upi,network_error,ESCALATE,0
pay_018682_a1,9999,1,0.474,10,1,0.4565,0.9013,upi,bank_decline,ESCALATE,0
pay_018683_a2,9999,2,0.474,10,1,0.4565,0.9013,upi,bank_decline,RETRY_NUDGE,0
pay_018684_a3,9999,3,0.474,10,1,0.4565,0.9013,upi,bank_decline,ESCALATE,0
pay_018685_a1,9999,1,0.476,11,0,0.4565,0.9013,upi,network_error,RETRY,0
pay_018686_a2,9999,2,0.476,11,0,0.4565,0.9013,upi,network_error,WAIT,0
pay_018687_a1,1999,1,0.769,3,0,0.7262,1.0,netbanking,network_error,ESCALATE,0
pay_018688_a1,1999,1,0.714,4,1,0.7262,1.0,netbanking,bank_decline,ESCALATE,0
pay_018689_a2,1999,2,0.714,4,1,0.7262,1.0,netbanking,bank_decline,RETRY_NUDGE,0
pay_018690_a3,1999,3,0.714,4,1,0.7262,1.0,netbanking,bank_decline,RETRY,1
pay_018691_a1,1999,1,0.706,5,0,0.7262,1.0,netbanking,bank_decline,ESCALATE,0
pay_018692_a1,499,1,0.867,2,0,0.4571,0.5399,card,insufficient_funds,RETRY_NUDGE,1
pay_018693_a2,499,2,0.867,2,0,0.4571,0.5399,card,insufficient_funds,ESCALATE,0
pay_018694_a3,499,3,0.867,2,0,0.4571,0.5399,card,insufficient_funds,RETRY_NUDGE,0
pay_018695_a4,499,4,0.867,2,0,0.4571,0.5399,card,insufficient_funds,ESCALATE,0
pay_018696_a1,2999,1,0.95,1,0,0.7485,0.4641,card,expired_card,WAIT,0
pay_018697_a2,2999,2,0.95,1,0,0.7485,0.4641,card,expired_card,RETRY,0
pay_018698_a3,2999,3,0.95,1,0,0.7485,0.4641,card,expired_card,ESCALATE,0
pay_018699_a1,1999,1,0.714,2,0,1.0,0.6591,wallet,temporary_bank_issue,RETRY,1
pay_018700_a1,1999,1,0.667,3,0,1.0,0.6591,wallet,insufficient_funds,WAIT,0
pay_018701_a1,1999,1,0.692,4,0,1.0,0.6591,wallet,authentication_failure,WAIT,0
pay_018702_a1,1999,1,0.667,5,0,1.0,0.6591,wallet,insufficient_funds,ESCALATE,0
pay_018703_a2,1999,2,0.667,5,0,1.0,0.6591,wallet,insufficient_funds,ESCALATE,0
pay_018704_a3,1999,3,0.667,5,0,1.0,0.6591,wallet,insufficient_funds,RETRY_NUDGE,1
pay_018705_a4,1999,4,0.667,5,0,1.0,0.6591,wallet,insufficient_funds,RETRY_NUDGE,0
pay_018706_a1,2999,1,0.7,3,0,0.6514,0.9169,card,bank_decline,ESCALATE,1
pay_018707_a2,2999,2,0.7,3,0,0.6514,0.9169,card,bank_decline,WAIT,1
pay_018708_a3,2999,3,0.7,3,0,0.6514,0.9169,card,bank_decline,ESCALATE,0
pay_018709_a1,2999,1,0.636,4,1,0.6514,0.9169,card,network_error,ESCALATE,1
pay_018710_a2,2999,2,0.636,4,1,0.6514,0.9169,card,network_error,WAIT,1
pay_018711_a1,2999,1,0.583,5,2,0.6514,0.9169,card,temporary_bank_issue,ESCALATE,1
pay_018712_a1,2999,1,0.538,6,3,0.6514,0.9169,card,bank_decline,RETRY,0
pay_018713_a2,2999,2,0.538,6,3,0.6514,0.9169,card,bank_decline,WAIT,0
pay_018714_a3,2999,3,0.538,6,3,0.6514,0.9169,card,bank_decline,WAIT,0
pay_018715_a1,2999,1,0.5,7,4,0.6514,0.9169,card,bank_decline,WAIT,0
pay_018716_a2,2999,2,0.5,7,4,0.6514,0.9169,card,bank_decline,RETRY_NUDGE,1
pay_018717_a1,2999,1,0.5,8,0,0.6514,0.9169,card,temporary_bank_issue,RETRY,1
pay_018718_a1,799,1,0.889,2,0,0.1801,0.2406,card,expired_card,ESCALATE,0
pay_018719_a2,799,2,0.889,2,0,0.1801,0.2406,card,expired_card,ESCALATE,1
pay_018720_a3,799,3,0.889,2,0,0.1801,0.2406,card,expired_card,WAIT,0
pay_018721_a1,999,1,0.8,1,0,0.2044,0.8544,card,bank_decline,WAIT,0
pay_018722_a2,999,2,0.8,1,0,0.2044,0.8544,card,bank_decline,RETRY_NUDGE,0
pay_018723_a1,999,1,0.8,2,0,0.2044,0.8544,card,bank_decline,RETRY,1
pay_018724_a1,999,1,0.727,3,1,0.2044,0.8544,card,bank_decline,ESCALATE,0
pay_018725_a1,999,1,0.714,4,0,0.2044,0.8544,card,insufficient_funds,ESCALATE,0
pay_018726_a2,999,2,0.714,4,0,0.2044,0.8544,card,insufficient_funds,RETRY,0
pay_018727_a3,999,3,0.714,4,0,0.2044,0.8544,card,insufficient_funds,RETRY_NUDGE,0
pay_018728_a1,999,1,0.667,5,1,0.2044,0.8544,card,expired_card,ESCALATE,0
pay_018729_a2,999,2,0.667,5,1,0.2044,0.8544,card,expired_card,RETRY,0
pay_018730_a3,999,3,0.667,5,1,0.2044,0.8544,card,expired_card,RETRY,1
pay_018731_a4,999,4,0.667,5,1,0.2044,0.8544,card,expired_card,RETRY_NUDGE,0
pay_018732_a1,999,1,0.625,6,2,0.2044,0.8544,card,authentication_failure,WAIT,0
pay_018733_a1,499,1,0.667,3,0,0.5352,0.7967,card,insufficient_funds,RETRY_NUDGE,1
pay_018734_a1,499,1,0.692,4,0,0.5352,0.7967,card,network_error,RETRY,0
pay_018735_a1,499,1,0.667,5,0,0.5352,0.7967,card,temporary_bank_issue,RETRY_NUDGE,0
pay_018736_a2,499,2,0.667,5,0,0.5352,0.7967,card,temporary_bank_issue,RETRY_NUDGE,0
pay_018737_a3,499,3,0.667,5,0,0.5352,0.7967,card,temporary_bank_issue,RETRY,1
pay_018738_a4,499,4,0.667,5,0,0.5352,0.7967,card,temporary_bank_issue,ESCALATE,0
pay_018739_a1,499,1,0.625,6,1,0.5352,0.7967,card,authentication_failure,RETRY,1
pay_018740_a1,499,1,0.588,7,2,0.5352,0.7967,card,temporary_bank_issue,RETRY_NUDGE,0
pay_018741_a1,499,1,0.556,8,3,0.5352,0.7967,card,expired_card,RETRY,1
pay_018742_a2,499,2,0.556,8,3,0.5352,0.7967,card,expired_card,RETRY,0
pay_018743_a1,799,1,0.5,3,0,0.2292,0.5805,card,bank_decline,RETRY_NUDGE,0
pay_018744_a2,799,2,0.5,3,0,0.2292,0.5805,card,bank_decline,ESCALATE,0
pay_018745_a1,799,1,0.429,4,1,0.2292,0.5805,card,bank_decline,WAIT,0
pay_018746_a2,799,2,0.429,4,1,0.2292,0.5805,card,bank_decline,ESCALATE,0
pay_018747_a1,799,1,0.375,5,2,0.2292,0.5805,card,insufficient_funds,WAIT,0
pay_018748_a1,799,1,0.6,6,0,0.2292,0.5805,card,network_error,RETRY_NUDGE,0
pay_018749_a2,799,2,0.6,6,0,0.2292,0.5805,card,network_error,ESCALATE,0
pay_018750_a1,799,1,0.562,7,1,0.2292,0.5805,card,expired_card,ESCALATE,0
pay_018751_a1,799,1,0.75,3,0,0.2263,0.0693,card,expired_card,ESCALATE,0
pay_018752_a2,799,2,0.75,3,0,0.2263,0.0693,card,expired_card,ESCALATE,0
pay_018753_a3,799,3,0.75,3,0,0.2263,0.0693,card,expired_card,RETRY_NUDGE,0
pay_018754_a4,799,4,0.75,3,0,0.2263,0.0693,card,expired_card,ESCALATE,0
pay_018755_a1,799,1,0.5,5,0,0.085,0.6532,netbanking,expired_card,RETRY,0
pay_018756_a1,799,1,0.5,6,0,0.085,0.6532,netbanking,insufficient_funds,RETRY_NUDGE,0
pay_018757_a2,799,2,0.5,6,0,0.085,0.6532,netbanking,insufficient_funds,ESCALATE,0
pay_018758_a3,799,3,0.5,6,0,0.085,0.6532,netbanking,insufficient_funds,RETRY_NUDGE,0
pay_018759_a1,799,1,0.562,7,0,0.085,0.6532,netbanking,bank_decline,WAIT,0
pay_018760_a1,799,1,0.529,8,1,0.085,0.6532,netbanking,bank_decline,RETRY_NUDGE,0
pay_018761_a2,799,2,0.529,8,1,0.085,0.6532,netbanking,bank_decline,RETRY,0
pay_018762_a3,799,3,0.529,8,1,0.085,0.6532,netbanking,bank_decline,RETRY,1
pay_018763_a4,799,4,0.529,8,1,0.085,0.6532,netbanking,bank_decline,ESCALATE,0
pay_018764_a1,1999,1,0.4,3,0,0.4129,0.4678,upi,insufficient_funds,RETRY,0
pay_018765_a1,1999,1,0.333,4,1,0.4129,0.4678,upi,authentication_failure,RETRY,0
pay_018766_a1,1999,1,0.375,5,0,0.4129,0.4678,upi,network_error,RETRY_NUDGE,0
pay_018767_a1,1999,1,0.333,6,1,0.4129,0.4678,upi,bank_decline,RETRY_NUDGE,0
pay_018768_a2,1999,2,0.333,6,1,0.4129,0.4678,upi,bank_decline,ESCALATE,0
pay_018769_a1,1999,1,0.3,7,2,0.4129,0.4678,upi,insufficient_funds,WAIT,0
pay_018770_a1,1999,1,0.273,8,3,0.4129,0.4678,upi,insufficient_funds,RETRY_NUDGE,0
pay_018771_a2,1999,2,0.273,8,3,0.4129,0.4678,upi,insufficient_funds,RETRY_NUDGE,0
pay_018772_a3,1999,3,0.273,8,3,0.4129,0.4678,upi,insufficient_funds,WAIT,0
pay_018773_a4,1999,4,0.273,8,3,0.4129,0.4678,upi,insufficient_funds,WAIT,0
pay_018774_a1,1999,1,0.25,9,4,0.4129,0.4678,upi,insufficient_funds,RETRY_NUDGE,0
pay_018775_a2,1999,2,0.25,9,4,0.4129,0.4678,upi,insufficient_funds,ESCALATE,0
pay_018776_a3,1999,3,0.25,9,4,0.4129,0.4678,upi,insufficient_funds,RETRY_NUDGE,0
pay_018777_a4,1999,4,0.25,9,4,0.4129,0.4678,upi,insufficient_funds,RETRY_NUDGE,0
pay_018778_a1,1999,1,0.286,10,0,0.4129,0.4678,upi,temporary_bank_issue,ESCALATE,0
pay_018779_a2,1999,2,0.286,10,0,0.4129,0.4678,upi,temporary_bank_issue,RETRY,0
pay_018780_a3,1999,3,0.286,10,0,0.4129,0.4678,upi,temporary_bank_issue,ESCALATE,0
pay_018781_a4,1999,4,0.286,10,0,0.4129,0.4678,upi,temporary_bank_issue,ESCALATE,0
pay_018782_a1,1999,1,0.312,11,0,0.4129,0.4678,upi,insufficient_funds,RETRY,0
pay_018783_a2,1999,2,0.312,11,0,0.4129,0.4678,upi,insufficient_funds,RETRY_NUDGE,0
pay_018784_a3,1999,3,0.312,11,0,0.4129,0.4678,upi,insufficient_funds,RETRY_NUDGE,0
pay_018785_a1,4999,1,0.7,3,0,0.885,0.5252,card,bank_decline,RETRY,0
pay_018786_a2,4999,2,0.7,3,0,0.885,0.5252,card,bank_decline,ESCALATE,0
pay_018787_a3,4999,3,0.7,3,0,0.885,0.5252,card,bank_decline,RETRY_NUDGE,1
pay_018788_a1,4999,1,0.636,4,1,0.885,0.5252,card,authentication_failure,RETRY_NUDGE,1
pay_018789_a1,4999,1,0.688,5,0,0.885,0.5252,card,bank_decline,WAIT,0
pay_018790_a2,4999,2,0.688,5,0,0.885,0.5252,card,bank_decline,RETRY,0
pay_018791_a3,4999,3,0.688,5,0,0.885,0.5252,card,bank_decline,RETRY_NUDGE,0
pay_018792_a4,4999,4,0.688,5,0,0.885,0.5252,card,bank_decline,WAIT,0
pay_018793_a1,4999,1,0.647,6,1,0.885,0.5252,card,expired_card,ESCALATE,0
pay_018794_a2,4999,2,0.647,6,1,0.885,0.5252,card,expired_card,ESCALATE,0
pay_018795_a3,4999,3,0.647,6,1,0.885,0.5252,card,expired_card,RETRY,0
pay_018796_a1,499,1,0.364,7,0,0.531,0.4573,upi,temporary_bank_issue,ESCALATE,1
pay_018797_a2,499,2,0.364,7,0,0.531,0.4573,upi,temporary_bank_issue,ESCALATE,0
pay_018798_a3,499,3,0.364,7,0,0.531,0.4573,upi,temporary_bank_issue,RETRY,0
pay_018799_a1,499,1,0.333,8,1,0.531,0.4573,upi,bank_decline,RETRY_NUDGE,0
pay_018800_a2,499,2,0.333,8,1,0.531,0.4573,upi,bank_decline,ESCALATE,0
pay_018801_a1,499,1,0.4,9,0,0.531,0.4573,upi,expired_card,WAIT,0
pay_018802_a2,499,2,0.4,9,0,0.531,0.4573,upi,expired_card,RETRY_NUDGE,0
pay_018803_a3,499,3,0.4,9,0,0.531,0.4573,upi,expired_card,ESCALATE,0
pay_018804_a4,499,4,0.4,9,0,0.531,0.4573,upi,expired_card,RETRY_NUDGE,0
pay_018805_a1,499,1,0.375,10,1,0.531,0.4573,upi,network_error,RETRY_NUDGE,0
pay_018806_a2,499,2,0.375,10,1,0.531,0.4573,upi,network_error,RETRY,1
pay_018807_a1,499,1,0.353,11,2,0.531,0.4573,upi,insufficient_funds,ESCALATE,0
pay_018808_a1,499,1,0.333,12,3,0.531,0.4573,upi,insufficient_funds,WAIT,1
pay_018809_a1,499,1,0.316,13,4,0.531,0.4573,upi,temporary_bank_issue,RETRY,1
pay_018810_a2,499,2,0.316,13,4,0.531,0.4573,upi,temporary_bank_issue,RETRY,0
pay_018811_a3,499,3,0.316,13,4,0.531,0.4573,upi,temporary_bank_issue,WAIT,0
pay_018812_a1,499,1,0.333,14,0,0.531,0.4573,upi,temporary_bank_issue,ESCALATE,0
pay_018813_a2,499,2,0.333,14,0,0.531,0.4573,upi,temporary_bank_issue,WAIT,0
pay_018814_a3,499,3,0.333,14,0,0.531,0.4573,upi,temporary_bank_issue,WAIT,0
pay_018815_a4,499,4,0.333,14,0,0.531,0.4573,upi,temporary_bank_issue,RETRY_NUDGE,0
pay_018816_a1,799,1,0.714,2,0,0.4181,0.9539,netbanking,network_error,RETRY,1
pay_018817_a2,799,2,0.714,2,0,0.4181,0.9539,netbanking,network_error,WAIT,1
pay_018818_a1,799,1,0.667,3,0,0.4181,0.9539,netbanking,bank_decline,WAIT,0
pay_018819_a1,799,1,0.6,4,1,0.4181,0.9539,netbanking,insufficient_funds,WAIT,0
pay_018820_a2,799,2,0.6,4,1,0.4181,0.9539,netbanking,insufficient_funds,ESCALATE,0
pay_018821_a3,799,3,0.6,4,1,0.4181,0.9539,netbanking,insufficient_funds,RETRY_NUDGE,0
pay_018822_a1,799,1,0.545,5,2,0.4181,0.9539,netbanking,insufficient_funds,ESCALATE,0
pay_018823_a2,799,2,0.545,5,2,0.4181,0.9539,netbanking,insufficient_funds,RETRY,1
pay_018824_a3,799,3,0.545,5,2,0.4181,0.9539,netbanking,insufficient_funds,RETRY_NUDGE,0
pay_018825_a4,799,4,0.545,5,2,0.4181,0.9539,netbanking,insufficient_funds,RETRY,0
pay_018826_a1,799,1,0.538,6,0,0.4181,0.9539,netbanking,insufficient_funds,WAIT,0
pay_018827_a2,799,2,0.538,6,0,0.4181,0.9539,netbanking,insufficient_funds,WAIT,0
