payment_id,policy_name,chosen_action,amount,p_success_for_chosen_action,action_cost,expected_recovery,expected_net_value
pay_002418_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002419_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002420_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002421_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002422_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002423_a4,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002424_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002425_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002426_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002427_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002428_a4,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002429_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.136,15.0,135.864,120.864
pay_002430_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1085,15.0,108.3915,93.3915
pay_002431_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.2012,15.0,200.9988,185.9988
pay_002432_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1474,15.0,147.2526,132.2526
pay_002433_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0773,15.0,77.2227,62.2227
pay_002434_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0987,15.0,98.6013,83.6013
pay_002435_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0713,15.0,71.2287,56.2287
pay_002436_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002437_a4,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002438_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.2482,15.0,247.9518,232.9518
pay_002439_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.176,15.0,175.824,160.824
pay_002440_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0799,15.0,79.8201,64.8201
pay_002441_a4,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0449,15.0,44.8551,29.8551
pay_002442_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002443_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002444_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002445_a4,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002446_a1,AlwaysNudgePolicy,RETRY_NUDGE,1999,0.6914,15.0,1382.1086,1367.1086
pay_002447_a2,AlwaysNudgePolicy,RETRY_NUDGE,1999,0.644,15.0,1287.356,1272.356
pay_002448_a3,AlwaysNudgePolicy,RETRY_NUDGE,1999,0.5925,15.0,1184.4075,1169.4075
pay_002449_a4,AlwaysNudgePolicy,RETRY_NUDGE,1999,0.529,15.0,1057.471,1042.471
pay_002450_a1,AlwaysNudgePolicy,RETRY_NUDGE,1999,0.491,15.0,981.509,966.509
pay_002451_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.456,15.0,455.544,440.544
pay_002452_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.4042,15.0,403.7958,388.7958
pay_002453_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.4091,15.0,408.6909,393.6909
pay_002454_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.2059,15.0,205.6941,190.6941
pay_002455_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1025,15.0,102.3975,87.3975
pay_002456_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1007,15.0,100.5993,85.5993
pay_002457_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0614,15.0,61.3386,46.3386
pay_002458_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002459_a4,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002460_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1369,15.0,136.7631,121.7631
pay_002461_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0659,15.0,65.8341,50.8341
pay_002462_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002463_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002464_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002465_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0475,15.0,47.4525,32.4525
pay_002466_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002467_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002468_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002469_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002470_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.7337,15.0,2200.3663,2185.3663
pay_002471_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.7098,15.0,2128.6902,2113.6902
pay_002472_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4998,15.0,249.4002,234.4002
pay_002473_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4927,15.0,245.8573,230.8573
pay_002474_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4277,15.0,213.4223,198.4223
pay_002475_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3996,15.0,199.4004,184.4004
pay_002476_a4,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3212,15.0,160.2788,145.2788
pay_002477_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.6801,15.0,339.3699,324.3699
pay_002478_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4514,15.0,225.2486,210.2486
pay_002479_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4317,15.0,215.4183,200.4183
pay_002480_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3503,15.0,174.7997,159.7997
pay_002481_a4,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2481,15.0,123.8019,108.8019
pay_002482_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4379,15.0,218.5121,203.5121
pay_002483_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3725,15.0,185.8775,170.8775
pay_002484_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.47,15.0,234.53,219.53
pay_002485_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4984,15.0,248.7016,233.7016
pay_002486_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.5267,15.0,262.8233,247.8233
pay_002487_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.5476,15.0,273.2524,258.2524
pay_002488_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4364,15.0,217.7636,202.7636
pay_002489_a4,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3295,15.0,164.4205,149.4205
pay_002490_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3683,15.0,183.7817,168.7817
pay_002491_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2933,15.0,146.3567,131.3567
pay_002492_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2648,15.0,132.1352,117.1352
pay_002493_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2621,15.0,130.7879,115.7879
pay_002494_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.1548,15.0,77.2452,62.2452
pay_002495_a4,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0799,15.0,39.8701,24.8701
pay_002496_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2813,15.0,140.3687,125.3687
pay_002497_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.7529,15.0,752.1471,737.1471
pay_002498_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.4294,15.0,1287.7706,1272.7706
pay_002499_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.4007,15.0,1201.6993,1186.6993
pay_002500_a3,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3241,15.0,971.9759,956.9759
pay_002501_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.5628,15.0,1687.8372,1672.8372
pay_002502_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3688,15.0,1106.0312,1091.0312
pay_002503_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.5082,15.0,1524.0918,1509.0918
pay_002504_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.42,15.0,1259.58,1244.58
pay_002505_a3,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.373,15.0,1118.627,1103.627
pay_002506_a4,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.2637,15.0,790.8363,775.8363
pay_002507_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.4705,15.0,1411.0295,1396.0295
pay_002508_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.421,15.0,1262.579,1247.579
pay_002509_a3,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3561,15.0,1067.9439,1052.9439
pay_002510_a4,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.2412,15.0,723.3588,708.3588
pay_002511_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.2955,15.0,886.2045,871.2045
pay_002512_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.2199,15.0,659.4801,644.4801
pay_002513_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.4464,15.0,1338.7536,1323.7536
pay_002514_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.4089,15.0,1226.2911,1211.2911
pay_002515_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3676,15.0,1102.4324,1087.4324
pay_002516_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3077,15.0,922.7923,907.7923
pay_002517_a3,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3214,15.0,963.8786,948.8786
pay_002518_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.8346,15.0,666.8454,651.8454
pay_002519_a2,AlwaysNudgePolicy,RETRY_NUDGE,799,0.7275,15.0,581.2725,566.2725
pay_002520_a3,AlwaysNudgePolicy,RETRY_NUDGE,799,0.6753,15.0,539.5647,524.5647
pay_002521_a4,AlwaysNudgePolicy,RETRY_NUDGE,799,0.6363,15.0,508.4037,493.4037
pay_002522_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.7877,15.0,629.3723,614.3723
pay_002523_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.946,15.0,755.854,740.854
pay_002524_a2,AlwaysNudgePolicy,RETRY_NUDGE,799,0.8934,15.0,713.8266,698.8266
pay_002525_a3,AlwaysNudgePolicy,RETRY_NUDGE,799,0.8233,15.0,657.8167,642.8167
pay_002526_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.3838,15.0,306.6562,291.6562
pay_002527_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.3825,15.0,305.6175,290.6175
pay_002528_a2,AlwaysNudgePolicy,RETRY_NUDGE,799,0.2779,15.0,222.0421,207.0421
pay_002529_a3,AlwaysNudgePolicy,RETRY_NUDGE,799,0.284,15.0,226.916,211.916
pay_002530_a4,AlwaysNudgePolicy,RETRY_NUDGE,799,0.131,15.0,104.669,89.669
pay_002531_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.3039,15.0,242.8161,227.8161
pay_002532_a2,AlwaysNudgePolicy,RETRY_NUDGE,799,0.2167,15.0,173.1433,158.1433
pay_002533_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.3018,15.0,241.1382,226.1382
pay_002534_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.4212,15.0,336.5388,321.5388
pay_002535_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.24,15.0,191.76,176.76
pay_002536_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.4573,15.0,456.8427,441.8427
pay_002537_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.4408,15.0,440.3592,425.3592
pay_002538_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.3931,15.0,589.2569,574.2569
pay_002539_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2939,15.0,440.5561,425.5561
pay_002540_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.345,15.0,517.155,502.155
pay_002541_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2632,15.0,394.5368,379.5368
pay_002542_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2227,15.0,333.8273,318.8273
pay_002543_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0879,15.0,131.7621,116.7621
pay_002544_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0831,15.0,124.5669,109.5669
pay_002545_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2225,15.0,333.5275,318.5275
pay_002546_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.1598,15.0,239.5402,224.5402
pay_002547_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0787,15.0,117.9713,102.9713
pay_002548_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0698,15.0,104.6302,89.6302
pay_002549_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.098,15.0,146.902,131.902
pay_002550_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002551_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0257,15.0,38.5243,23.5243
pay_002552_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002553_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0795,15.0,119.1705,104.1705
pay_002554_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0278,15.0,41.6722,26.6722
pay_002555_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.1002,15.0,150.1998,135.1998
pay_002556_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0264,15.0,39.5736,24.5736
pay_002557_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002558_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.3008,15.0,450.8992,435.8992
pay_002559_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2069,15.0,310.1431,295.1431
pay_002560_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.1598,15.0,239.5402,224.5402
pay_002561_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0871,15.0,130.5629,115.5629
pay_002562_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.1688,15.0,253.0312,238.0312
pay_002563_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.3173,15.0,253.5227,238.5227
pay_002564_a2,AlwaysNudgePolicy,RETRY_NUDGE,799,0.2479,15.0,198.0721,183.0721
pay_002565_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2549,15.0,382.0951,367.0951
pay_002566_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.3341,15.0,500.8159,485.8159
pay_002567_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2842,15.0,426.0158,411.0158
pay_002568_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2409,15.0,361.1091,346.1091
pay_002569_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2484,15.0,372.3516,357.3516
pay_002570_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.1269,15.0,190.2231,175.2231
pay_002571_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.1799,15.0,269.6701,254.6701
pay_002572_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0707,15.0,105.9793,90.9793
pay_002573_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002574_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002575_a4,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002576_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002577_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002578_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002579_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002580_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.01,15.0,14.99,-0.01
pay_002581_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0811,15.0,121.5689,106.5689
pay_002582_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0993,15.0,148.8507,133.8507
pay_002583_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.8687,15.0,2605.2313,2590.2313
pay_002584_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.7164,15.0,2148.4836,2133.4836
pay_002585_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1854,15.0,185.2146,170.2146
pay_002586_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0905,15.0,90.4095,75.4095
pay_002587_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.02,15.0,19.98,4.98
pay_002588_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.3492,15.0,348.8508,333.8508
pay_002589_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.2733,15.0,273.0267,258.0267
pay_002590_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1843,15.0,184.1157,169.1157
pay_002591_a4,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1326,15.0,132.4674,117.4674
pay_002592_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.3356,15.0,335.2644,320.2644
pay_002593_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.25,15.0,249.75,234.75
pay_002594_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1979,15.0,197.7021,182.7021
pay_002595_a4,AlwaysNudgePolicy,RETRY_NUDGE,999,0.1393,15.0,139.1607,124.1607
pay_002596_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.2038,15.0,203.5962,188.5962
pay_002597_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002598_a2,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002599_a3,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002600_a4,AlwaysNudgePolicy,RETRY_NUDGE,999,0.01,15.0,9.99,-5.01
pay_002601_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.0857,15.0,85.6143,70.6143
pay_002602_a1,AlwaysNudgePolicy,RETRY_NUDGE,799,0.7741,15.0,618.5059,603.5059
pay_002603_a2,AlwaysNudgePolicy,RETRY_NUDGE,799,0.6773,15.0,541.1627,526.1627
pay_002604_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.5688,15.0,283.8312,268.8312
pay_002605_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.4605,15.0,690.2895,675.2895
pay_002606_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.5753,15.0,862.3747,847.3747
pay_002607_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.4041,15.0,605.7459,590.7459
pay_002608_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.3129,15.0,469.0371,454.0371
pay_002609_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.3754,15.0,562.7246,547.7246
pay_002610_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.3711,15.0,556.2789,541.2789
pay_002611_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2797,15.0,419.2703,404.2703
pay_002612_a2,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.2586,15.0,387.6414,372.6414
pay_002613_a3,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.1726,15.0,258.7274,243.7274
pay_002614_a4,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.0725,15.0,108.6775,93.6775
pay_002615_a1,AlwaysNudgePolicy,RETRY_NUDGE,1499,0.278,15.0,416.722,401.722
pay_002616_a1,AlwaysNudgePolicy,RETRY_NUDGE,999,0.2838,15.0,283.5162,268.5162
pay_002617_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3737,15.0,1120.7263,1105.7263
pay_002618_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3055,15.0,916.1945,901.1945
pay_002619_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3247,15.0,973.7753,958.7753
pay_002620_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3852,15.0,1155.2148,1140.2148
pay_002621_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3953,15.0,1185.5047,1170.5047
pay_002622_a3,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3712,15.0,1113.2288,1098.2288
pay_002623_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.2291,15.0,687.0709,672.0709
pay_002624_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.1342,15.0,402.4658,387.4658
pay_002625_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.2394,15.0,717.9606,702.9606
pay_002626_a2,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.2147,15.0,643.8853,628.8853
pay_002627_a3,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.1322,15.0,396.4678,381.4678
pay_002628_a1,AlwaysNudgePolicy,RETRY_NUDGE,2999,0.3197,15.0,958.7803,943.7803
pay_002629_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3135,15.0,156.4365,141.4365
pay_002630_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3151,15.0,157.2349,142.2349
pay_002631_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.1573,15.0,78.4927,63.4927
pay_002632_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0385,15.0,19.2115,4.2115
pay_002633_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0901,15.0,44.9599,29.9599
pay_002634_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0908,15.0,45.3092,30.3092
pay_002635_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.022,15.0,10.978,-4.022
pay_002636_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0264,15.0,13.1736,-1.8264
pay_002637_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0311,15.0,15.5189,0.5189
pay_002638_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.014,15.0,6.986,-8.014
pay_002639_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.01,15.0,4.99,-10.01
pay_002640_a4,AlwaysNudgePolicy,RETRY_NUDGE,499,0.01,15.0,4.99,-10.01
pay_002641_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.1697,15.0,84.6803,69.6803
pay_002642_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0339,15.0,16.9161,1.9161
pay_002643_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0256,15.0,12.7744,-2.2256
pay_002644_a4,AlwaysNudgePolicy,RETRY_NUDGE,499,0.01,15.0,4.99,-10.01
pay_002645_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.4602,15.0,229.6398,214.6398
pay_002646_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.351,15.0,175.149,160.149
pay_002647_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.6456,15.0,322.1544,307.1544
pay_002648_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.5946,15.0,296.7054,281.7054
pay_002649_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3899,15.0,194.5601,179.5601
pay_002650_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3376,15.0,168.4624,153.4624
pay_002651_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2578,15.0,128.6422,113.6422
pay_002652_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3573,15.0,178.2927,163.2927
pay_002653_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3589,15.0,179.0911,164.0911
pay_002654_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2918,15.0,145.6082,130.6082
pay_002655_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3832,15.0,191.2168,176.2168
pay_002656_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3366,15.0,167.9634,152.9634
pay_002657_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2524,15.0,125.9476,110.9476
pay_002658_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2651,15.0,132.2849,117.2849
pay_002659_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2172,15.0,108.3828,93.3828
pay_002660_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.1406,15.0,70.1594,55.1594
pay_002661_a4,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0904,15.0,45.1096,30.1096
pay_002662_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.3021,15.0,150.7479,135.7479
pay_002663_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2823,15.0,140.8677,125.8677
pay_002664_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.165,15.0,82.335,67.335
pay_002665_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.2146,15.0,107.0854,92.0854
pay_002666_a2,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0702,15.0,35.0298,20.0298
pay_002667_a3,AlwaysNudgePolicy,RETRY_NUDGE,499,0.0447,15.0,22.3053,7.3053
pay_002668_a1,AlwaysNudgePolicy,RETRY_NUDGE,499,0.1665,15.0,83.0835,68.0835
pay_002669_a1,AlwaysNudgePolicy,RETRY_NUDGE,4999,0.7184,15.0,3591.2816,3576.2816
pay_002670_a2,AlwaysNudgePolicy,RETRY_NUDGE,4999,0.6864,15.0,3431.3136,3416.3136
pay_002671_a3,AlwaysNudgePolicy,RETRY_NUDGE,4999,0.6067,15.0,3032.8933,3017.8933
pay_002672_a4,AlwaysNudgePolicy,RETRY_NUDGE,4999,0.5597,15.0,2797.9403,2782.9403
pay_002673_a1,AlwaysNudgePolicy,RETRY_NUDGE,4999,0.5925,15.0,2961.9075,2946.9075
pay_002674_a2,AlwaysNudgePolicy,RETRY_NUDGE,4999,0.5186,15.0,2592.4814,2577.4814
